formation_month,reward_cutoff,maintenance_start,maintenance_end,maintenance_months,market_regime,selected_candidates,selected_miners,selected_factor_count,finite_scores
2006-02-28,2005-08-31,2000-09-30,2005-08-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__identity__ret_12_1|technical_miner__identity__ret_6_1|technical_miner__pair_mean__prc_highprc_252d__ret_6_1,risk_reversal_miner|technical_miner,5,1000
2006-03-31,2005-09-30,2000-10-31,2005-09-30,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|technical_miner__identity__ret_12_1,risk_reversal_miner|technical_miner,5,1000
2006-04-30,2005-10-31,2000-11-30,2005-10-31,60,uptrend,technical_miner__identity__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_12_1__turnover_126d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__pair_mean__prc_highprc_252d__turnover_126d,risk_reversal_miner|technical_miner,5,1000
2006-05-31,2005-11-30,2000-12-31,2005-11-30,60,uptrend,technical_miner__identity__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__pair_mean__ret_12_1__turnover_126d|technical_miner__pair_mean__prc_highprc_252d__turnover_126d,risk_reversal_miner|technical_miner,5,1000
2006-06-30,2005-12-31,2001-01-31,2005-12-31,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__turnover_126d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__pair_mean__ret_12_1__turnover_126d|technical_miner__pair_mean__prc_highprc_252d__turnover_126d,risk_reversal_miner|technical_miner,5,1000
2006-07-31,2006-01-31,2001-02-28,2006-01-31,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__pair_mean__ret_12_1__turnover_126d|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|fundamental_miner__pair_product__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2006-08-31,2006-02-28,2001-03-31,2006-02-28,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|fundamental_miner__pair_product__be_me__gp_at|technical_miner__pair_mean__ret_12_1__turnover_126d|technical_miner__pair_mean__prc_highprc_252d__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2006-09-30,2006-03-31,2001-04-30,2006-03-31,60,uptrend,risk_reversal_miner__identity__beta_60m|fundamental_miner__pair_product__be_me__gp_at|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__pair_product__prc_highprc_252d__turnover_126d|technical_miner__pair_product__ret_6_1__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2006-10-31,2006-04-30,2001-05-31,2006-04-30,60,uptrend,technical_miner__pair_product__prc_highprc_252d__turnover_126d|fundamental_miner__pair_mean__be_me__f_score|technical_miner__pair_product__ret_6_1__turnover_126d|risk_reversal_miner__identity__beta_60m|fundamental_miner__pair_product__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2006-11-30,2006-05-31,2001-06-30,2006-05-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__pair_mean__be_me__f_score|technical_miner__pair_product__prc_highprc_252d__turnover_126d|fundamental_miner__identity__be_me|technical_miner__pair_product__ret_6_1__turnover_126d,fundamental_miner|technical_miner,5,1000
2006-12-31,2006-06-30,2001-07-31,2006-06-30,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__be_me|technical_miner__identity__turnover_126d|technical_miner__identity__ret_12_1|fundamental_miner__pair_mean__be_me__f_score,fundamental_miner|technical_miner,5,1000
2007-01-31,2006-07-31,2001-08-31,2006-07-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__be_me|technical_miner__identity__ret_12_1|technical_miner__identity__turnover_126d|fundamental_miner__pair_mean__be_me__f_score,fundamental_miner|technical_miner,5,1000
2007-02-28,2006-08-31,2001-09-30,2006-08-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__be_me|technical_miner__identity__ret_12_1|technical_miner__identity__turnover_126d|technical_miner__pair_product__ret_6_1__turnover_126d,fundamental_miner|technical_miner,5,1000
2007-03-31,2006-09-30,2001-10-31,2006-09-30,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__be_me|technical_miner__identity__ret_12_1|technical_miner__identity__turnover_126d|fundamental_miner__pair_mean__be_me__f_score,fundamental_miner|technical_miner,5,1000
2007-04-30,2006-10-31,2001-11-30,2006-10-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__be_me|technical_miner__identity__ret_12_1|technical_miner__identity__ret_6_1|technical_miner__identity__turnover_126d,fundamental_miner|technical_miner,5,1000
2007-05-31,2006-11-30,2001-12-31,2006-11-30,60,uptrend,technical_miner__pair_mean__prc_highprc_252d__ret_12_1|fundamental_miner__identity__be_me|technical_miner__pair_mean__ret_12_1__turnover_126d|technical_miner__identity__ret_6_1|fundamental_miner__pair_mean__be_me__gp_at,fundamental_miner|technical_miner,5,1000
2007-06-30,2006-12-31,2002-01-31,2006-12-31,60,uptrend,technical_miner__pair_mean__prc_highprc_252d__ret_12_1|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|technical_miner__identity__ret_6_1|fundamental_miner__identity__be_me,fundamental_miner|technical_miner,5,1000
2007-07-31,2007-01-31,2002-02-28,2007-01-31,60,uptrend,technical_miner__pair_mean__prc_highprc_252d__ret_12_1|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__identity__ret_6_1|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|fundamental_miner__identity__be_me,fundamental_miner|technical_miner,5,1000
2007-08-31,2007-02-28,2002-03-31,2007-02-28,60,uptrend,technical_miner__pair_mean__prc_highprc_252d__ret_12_1|risk_reversal_miner__identity__beta_60m|fundamental_miner__pair_mean__be_me__gp_at|fundamental_miner__pair_product__gp_at__ocf_at|technical_miner__identity__ret_6_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2007-09-30,2007-03-31,2002-04-30,2007-03-31,60,uptrend,risk_reversal_miner__identity__beta_60m|technical_miner__identity__turnover_126d|fundamental_miner__pair_product__gp_at__ocf_at|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|fundamental_miner__pair_mean__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2007-10-31,2007-04-30,2002-05-31,2007-04-30,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__turnover_126d|fundamental_miner__pair_product__gp_at__ocf_at|fundamental_miner__pair_product__be_me__gp_at|technical_miner__identity__prc_highprc_252d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2007-11-30,2007-05-31,2002-06-30,2007-05-31,60,uptrend,fundamental_miner__pair_product__gp_at__ocf_at|technical_miner__identity__turnover_126d|fundamental_miner__pair_product__be_me__ocf_at|fundamental_miner__pair_product__be_me__gp_at|risk_reversal_miner__pair_mean__beta_60m__ret_1_0,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2007-12-31,2007-06-30,2002-07-31,2007-06-30,60,uptrend,fundamental_miner__pair_product__gp_at__ocf_at|technical_miner__pair_mean__ret_6_1__turnover_126d|fundamental_miner__pair_product__be_me__ocf_at|risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|fundamental_miner__pair_product__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2008-01-31,2007-07-31,2002-08-31,2007-07-31,60,uptrend,fundamental_miner__pair_product__gp_at__ocf_at|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|fundamental_miner__pair_product__be_me__ocf_at|fundamental_miner__identity__ocf_at|technical_miner__pair_mean__ret_6_1__turnover_126d,fundamental_miner|technical_miner,5,1000
2008-02-29,2007-08-31,2002-09-30,2007-08-31,60,downtrend,fundamental_miner__pair_product__gp_at__ocf_at|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|fundamental_miner__pair_product__be_me__ocf_at|fundamental_miner__identity__ocf_at|fundamental_miner__identity__be_me,fundamental_miner|risk_reversal_miner,5,1000
2008-03-31,2007-09-30,2002-10-31,2007-09-30,60,downtrend,fundamental_miner__pair_product__gp_at__ocf_at|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|fundamental_miner__identity__ocf_at|fundamental_miner__identity__be_me|fundamental_miner__pair_product__be_me__ocf_at,fundamental_miner|risk_reversal_miner,5,1000
2008-04-30,2007-10-31,2002-11-30,2007-10-31,60,downtrend,fundamental_miner__pair_product__gp_at__ocf_at|risk_reversal_miner__identity__ret_1_0|fundamental_miner__identity__be_me|fundamental_miner__identity__ocf_at|technical_miner__pair_mean__prc_highprc_252d__ret_6_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2008-05-31,2007-11-30,2002-12-31,2007-11-30,60,uptrend,technical_miner__pair_mean__prc_highprc_252d__ret_6_1|fundamental_miner__pair_product__gp_at__ocf_at|technical_miner__identity__ret_6_1|fundamental_miner__identity__ocf_at|fundamental_miner__identity__be_me,fundamental_miner|technical_miner,5,1000
2008-06-30,2007-12-31,2003-01-31,2007-12-31,60,downtrend,risk_reversal_miner__identity__ret_1_0|fundamental_miner__identity__ocf_at|technical_miner__pair_mean__prc_highprc_252d__ret_6_1|fundamental_miner__pair_product__gp_at__ocf_at|fundamental_miner__identity__be_me,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2008-07-31,2008-01-31,2003-02-28,2008-01-31,60,uptrend,technical_miner__pair_mean__prc_highprc_252d__ret_6_1|fundamental_miner__identity__ocf_at|fundamental_miner__pair_product__gp_at__ocf_at|fundamental_miner__identity__be_me|technical_miner__pair_mean__prc_highprc_252d__turnover_126d,fundamental_miner|technical_miner,5,1000
2008-08-31,2008-02-29,2003-03-31,2008-02-29,60,uptrend,technical_miner__pair_mean__prc_highprc_252d__ret_12_1|fundamental_miner__identity__ocf_at|technical_miner__identity__ret_6_1|fundamental_miner__pair_product__gp_at__ocf_at|fundamental_miner__identity__be_me,fundamental_miner|technical_miner,5,1000
2008-09-30,2008-03-31,2003-04-30,2008-03-31,60,downtrend,technical_miner__pair_mean__prc_highprc_252d__ret_12_1|fundamental_miner__identity__ocf_at|fundamental_miner__pair_product__gp_at__ocf_at|fundamental_miner__identity__be_me|fundamental_miner__pair_product__be_me__ocf_at,fundamental_miner|technical_miner,5,1000
2008-10-31,2008-04-30,2003-05-31,2008-04-30,60,downtrend,technical_miner__pair_mean__prc_highprc_252d__ret_12_1|fundamental_miner__identity__ocf_at|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|fundamental_miner__pair_product__be_me__ocf_at|fundamental_miner__pair_product__gp_at__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2008-11-30,2008-05-31,2003-06-30,2008-05-31,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|fundamental_miner__identity__ocf_at|fundamental_miner__pair_product__be_me__ocf_at|fundamental_miner__identity__be_me,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2008-12-31,2008-06-30,2003-07-31,2008-06-30,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|fundamental_miner__identity__ocf_at|technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__identity__ret_12_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2009-01-31,2008-07-31,2003-08-31,2008-07-31,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|fundamental_miner__identity__ocf_at|technical_miner__identity__prc_highprc_252d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2009-02-28,2008-08-31,2003-09-30,2008-08-31,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__identity__prc_highprc_252d|technical_miner__pair_product__ret_12_1__ret_6_1,risk_reversal_miner|technical_miner,5,1000
2009-03-31,2008-09-30,2003-10-31,2008-09-30,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__turnover_126d|technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|fundamental_miner__pair_mean__gp_at__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2009-04-30,2008-10-31,2003-11-30,2008-10-31,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__turnover_126d|technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__pair_product__prc_highprc_252d__ret_12_1,risk_reversal_miner|technical_miner,5,1000
2009-05-31,2008-11-30,2003-12-31,2008-11-30,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__prc_highprc_252d__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2009-06-30,2008-12-31,2004-01-31,2008-12-31,60,uptrend,technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__ret_12_1__ret_6_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2009-07-31,2009-01-31,2004-02-29,2009-01-31,60,uptrend,technical_miner__pair_mean__ret_6_1__turnover_126d|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__ret_12_1__ret_6_1|risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|fundamental_miner__identity__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2009-08-31,2009-02-28,2004-03-31,2009-02-28,60,uptrend,technical_miner__pair_mean__ret_12_1__ret_6_1|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__prc_highprc_252d|fundamental_miner__pair_mean__be_me__ocf_at,fundamental_miner|technical_miner,5,1000
2009-09-30,2009-03-31,2004-04-30,2009-03-31,60,uptrend,technical_miner__pair_mean__ret_12_1__ret_6_1|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__identity__beta_60m|fundamental_miner__identity__be_me,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2009-10-31,2009-04-30,2004-05-31,2009-04-30,60,uptrend,technical_miner__pair_mean__ret_12_1__ret_6_1|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__identity__beta_60m|fundamental_miner__identity__be_me,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2009-11-30,2009-05-31,2004-06-30,2009-05-31,60,uptrend,technical_miner__pair_mean__ret_12_1__ret_6_1|risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__pair_mean__be_me__gp_at|fundamental_miner__pair_mean__be_me__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2009-12-31,2009-06-30,2004-07-31,2009-06-30,60,uptrend,technical_miner__pair_mean__prc_highprc_252d__ret_12_1|risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|fundamental_miner__pair_mean__be_me__gp_at|fundamental_miner__identity__be_me,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2010-01-31,2009-07-31,2004-08-31,2009-07-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__beta_60m|technical_miner__identity__ret_6_1|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|fundamental_miner__pair_mean__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2010-02-28,2009-08-31,2004-09-30,2009-08-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__beta_60m|technical_miner__identity__ret_6_1|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|fundamental_miner__pair_mean__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2010-03-31,2009-09-30,2004-10-31,2009-09-30,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__beta_60m|technical_miner__identity__ret_6_1|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|fundamental_miner__pair_mean__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2010-04-30,2009-10-31,2004-11-30,2009-10-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__identity__ret_6_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2010-05-31,2009-11-30,2004-12-31,2009-11-30,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__ret_12_1__ret_6_1|fundamental_miner__identity__be_me|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2010-06-30,2009-12-31,2005-01-31,2009-12-31,60,downtrend,risk_reversal_miner__identity__beta_60m|technical_miner__identity__prc_highprc_252d|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|fundamental_miner__identity__be_me,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2010-07-31,2010-01-31,2005-02-28,2010-01-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_6_1|fundamental_miner__pair_product__f_score__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2010-08-31,2010-02-28,2005-03-31,2010-02-28,60,downtrend,risk_reversal_miner__identity__beta_60m|technical_miner__identity__prc_highprc_252d|technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__identity__ret_1_0|technical_miner__identity__ret_6_1,risk_reversal_miner|technical_miner,5,1000
2010-09-30,2010-03-31,2005-04-30,2010-03-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_6_1|risk_reversal_miner__identity__ret_1_0,risk_reversal_miner|technical_miner,5,1000
2010-10-31,2010-04-30,2005-05-31,2010-04-30,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_6_1|fundamental_miner__pair_product__f_score__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2010-11-30,2010-05-31,2005-06-30,2010-05-31,60,uptrend,technical_miner__identity__ret_6_1|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__ret_6_1__turnover_126d|fundamental_miner__identity__gp_at|risk_reversal_miner__identity__ret_1_0,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2010-12-31,2010-06-30,2005-07-31,2010-06-30,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__ret_1_0|technical_miner__pair_mean__ret_12_1__ret_6_1|technical_miner__pair_mean__ret_6_1__turnover_126d|fundamental_miner__identity__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-01-31,2010-07-31,2005-08-31,2010-07-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_12_1__turnover_126d|technical_miner__identity__ret_12_1|fundamental_miner__pair_product__be_me__f_score,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-02-28,2010-08-31,2005-09-30,2010-08-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__prc_highprc_252d|fundamental_miner__identity__gp_at|technical_miner__identity__ret_12_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-03-31,2010-09-30,2005-10-31,2010-09-30,60,uptrend,risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__gp_at|technical_miner__identity__prc_highprc_252d|fundamental_miner__identity__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-04-30,2010-10-31,2005-11-30,2010-10-31,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__gp_at|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|technical_miner__identity__ret_12_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-05-31,2010-11-30,2005-12-31,2010-11-30,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|technical_miner__identity__prc_highprc_252d|fundamental_miner__pair_mean__gp_at__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-06-30,2010-12-31,2006-01-31,2010-12-31,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|fundamental_miner__pair_product__gp_at__ocf_at|technical_miner__identity__prc_highprc_252d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-07-31,2011-01-31,2006-02-28,2011-01-31,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|fundamental_miner__pair_mean__gp_at__ocf_at|fundamental_miner__pair_product__gp_at__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-08-31,2011-02-28,2006-03-31,2011-02-28,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|fundamental_miner__pair_mean__gp_at__ocf_at|fundamental_miner__pair_product__gp_at__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-09-30,2011-03-31,2006-04-30,2011-03-31,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|fundamental_miner__identity__gp_at|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-10-31,2011-04-30,2006-05-31,2011-04-30,60,downtrend,risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|fundamental_miner__identity__gp_at|fundamental_miner__identity__ocf_at|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__identity__ret_6_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-11-30,2011-05-31,2006-06-30,2011-05-31,60,downtrend,fundamental_miner__identity__gp_at|technical_miner__identity__ret_6_1|fundamental_miner__identity__ocf_at|risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|fundamental_miner__identity__be_me,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2011-12-31,2011-06-30,2006-07-31,2011-06-30,60,uptrend,technical_miner__identity__ret_6_1|fundamental_miner__pair_mean__gp_at__ocf_at|technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__identity__beta_60m|risk_reversal_miner__identity__ret_1_0,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2012-01-31,2011-07-31,2006-08-31,2011-07-31,60,uptrend,risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__ret_6_1__turnover_126d|fundamental_miner__identity__gp_at|fundamental_miner__identity__ocf_at|technical_miner__identity__ret_6_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2012-02-29,2011-08-31,2006-09-30,2011-08-31,60,uptrend,risk_reversal_miner__identity__beta_60m|technical_miner__identity__turnover_126d|technical_miner__pair_mean__ret_6_1__turnover_126d|fundamental_miner__identity__gp_at|fundamental_miner__identity__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2012-03-31,2011-09-30,2006-10-31,2011-09-30,60,uptrend,risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__ret_6_1__turnover_126d|fundamental_miner__identity__gp_at|fundamental_miner__identity__ocf_at|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2012-04-30,2011-10-31,2006-11-30,2011-10-31,60,uptrend,technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__identity__beta_60m|fundamental_miner__identity__gp_at|technical_miner__identity__ret_6_1|fundamental_miner__identity__ocf_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2012-05-31,2011-11-30,2006-12-31,2011-11-30,60,uptrend,technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__ret_6_1|fundamental_miner__identity__gp_at|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2012-06-30,2011-12-31,2007-01-31,2011-12-31,60,uptrend,technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__ret_6_1|fundamental_miner__identity__gp_at|technical_miner__pair_mean__prc_highprc_252d__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2012-07-31,2012-01-31,2007-02-28,2012-01-31,60,uptrend,technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__ret_6_1|fundamental_miner__pair_product__gp_at__ocf_at|technical_miner__pair_product__ret_6_1__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2012-08-31,2012-02-29,2007-03-31,2012-02-29,60,uptrend,technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|fundamental_miner__pair_product__gp_at__ocf_at|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|technical_miner__pair_product__ret_6_1__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2012-09-30,2012-03-31,2007-04-30,2012-03-31,60,uptrend,technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d|fundamental_miner__pair_product__gp_at__ocf_at|technical_miner__pair_product__ret_6_1__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
