candidate,family,operation,available_round,orientation,rankic_ir,pearson_ic_ir,long_short_mean,turnover,coverage,complexity,base_score
liquidity_volume__pair_difference__ami_126d__dolvol_126d,liquidity_volume,pair_difference,2,1,0.017550596734292236,0.017797674024794104,-0.003505975420331285,0.26179988605298177,0.9886269841269841,3,-0.6926409845687563
liquidity_volume__pair_mean__ami_126d__turnover_126d,liquidity_volume,pair_mean,1,1,0.09618561803234309,0.07228350030469516,0.004753921397428363,0.16443921271294315,0.9886269841269841,3,-0.05079475422880711
liquidity_volume__pair_product__ami_126d__turnover_126d,liquidity_volume,pair_product,2,-1,0.1387421297732786,0.055821120140199215,0.0009403734776615518,0.31690308495552233,0.9886269841269841,3,-0.18679245558142418
liquidity_volume__pair_difference__ami_126d__turnover_126d,liquidity_volume,pair_difference,2,1,0.06537278187419826,0.008929836123921026,-0.0010488267732461903,0.11505173244844062,0.9886269841269841,3,-0.5554369840466497
liquidity_volume__pair_mean__ami_126d__zero_trades_126d,liquidity_volume,pair_mean,1,1,0.09561863247709426,0.0727359265045285,0.004814799950068563,0.1638074096636294,0.9886269841269841,3,-0.04877021681835916
liquidity_volume__pair_product__ami_126d__zero_trades_126d,liquidity_volume,pair_product,2,-1,0.1430255406104899,0.06039926546715627,0.0010489066973570981,0.31866036597039277,0.9886269841269841,3,-0.15977097568898768
liquidity_volume__pair_difference__ami_126d__zero_trades_126d,liquidity_volume,pair_difference,2,1,0.06626751020904165,0.008353686674024405,-0.0011510802904867927,0.11715829069650878,0.9886269841269841,3,-0.5567151694124891
liquidity_volume__pair_mean__dolvol_126d__turnover_126d,liquidity_volume,pair_mean,1,1,0.07237334596631317,0.057691907885145596,0.004385275989884671,0.17330738972458326,0.9912619047619048,3,-0.16414261043880565
liquidity_volume__pair_product__dolvol_126d__turnover_126d,liquidity_volume,pair_product,2,-1,0.1846527693284638,0.0726972798565742,9.986325327447282e-05,0.28983420256581144,0.9912619047619048,3,-0.07416591322676769
liquidity_volume__pair_difference__dolvol_126d__turnover_126d,liquidity_volume,pair_difference,2,1,0.07588591232293336,0.01536592041242445,0.000233053469059364,0.09366561231826595,0.9912619047619048,3,-0.46333464364307697
liquidity_volume__pair_mean__dolvol_126d__zero_trades_126d,liquidity_volume,pair_mean,1,1,0.07218886692965924,0.05816220696475727,0.004478972435704345,0.1742467090855936,0.9912619047619048,3,-0.1589134051411472
liquidity_volume__pair_product__dolvol_126d__zero_trades_126d,liquidity_volume,pair_product,2,-1,0.18903174189570976,0.07544056890521826,0.000381574118216071,0.2919045918445284,0.9912619047619048,3,-0.04838008096001717
liquidity_volume__pair_difference__dolvol_126d__zero_trades_126d,liquidity_volume,pair_difference,2,1,0.07756756377484947,0.015352034212829884,6.221085843471241e-05,0.09769314712499105,0.9912619047619048,3,-0.46614994993234715
liquidity_volume__pair_mean__turnover_126d__zero_trades_126d,liquidity_volume,pair_mean,1,1,0.02366989764883571,0.03553041142837478,0.0034554227029487466,0.23637582106044092,0.9912619047619048,3,-0.3647900409745548
liquidity_volume__pair_product__turnover_126d__zero_trades_126d,liquidity_volume,pair_product,2,-1,0.1475370135945293,0.03246819557796069,-6.180422759293718e-05,0.5338477604454366,0.9912619047619048,3,-0.29098508785948807
liquidity_volume__pair_difference__turnover_126d__zero_trades_126d,liquidity_volume,pair_difference,2,1,0.011780099617696159,0.014670931053083687,0.0019355119343936527,0.6529033748631804,0.9912619047619048,3,-0.6080472108552805
liquidity_volume__positive_gate__ami_126d__dolvol_126d,liquidity_volume,positive_gate,3,1,0.15331666789952283,0.07708111731095808,0.0021468053701064363,0.07488442159450286,0.9886269841269841,4,-0.05994699736569814
liquidity_volume__positive_gate__ami_126d__turnover_126d,liquidity_volume,positive_gate,3,1,0.04892709865435446,0.02853748119895423,0.0013995636624898682,0.13529288799624248,0.9886269841269841,4,-0.5057511610017628
liquidity_volume__positive_gate__ami_126d__zero_trades_126d,liquidity_volume,positive_gate,3,1,0.04769159372341746,0.02523061728745401,0.0011331649930886097,0.13752872178010903,0.9886269841269841,4,-0.5285719189985079
liquidity_volume__positive_gate__dolvol_126d__ami_126d,liquidity_volume,positive_gate,3,1,0.13269075972762015,0.08517338561327838,0.0027190004795385404,0.08035928193943381,0.9912619047619048,4,-0.05873347993796829
liquidity_volume__positive_gate__dolvol_126d__turnover_126d,liquidity_volume,positive_gate,3,1,0.01869220979311529,0.028126722835266463,0.00258325437795618,0.13013462801587183,0.9912619047619048,4,-0.47747326020978825
liquidity_volume__positive_gate__dolvol_126d__zero_trades_126d,liquidity_volume,positive_gate,3,1,0.018012561478017077,0.02655653104774059,0.002617588278094005,0.13092118252136212,0.9912619047619048,4,-0.4783931472582054
liquidity_volume__positive_gate__turnover_126d__ami_126d,liquidity_volume,positive_gate,3,-1,0.038057485370360494,0.0007027307787920576,-0.002050122846503405,0.17078812154193002,0.9912619047619048,4,-0.6889212190884215
liquidity_volume__positive_gate__turnover_126d__dolvol_126d,liquidity_volume,positive_gate,3,-1,0.04525979273372591,0.0030290329831700593,-0.0019274758082846583,0.16241097165528184,0.9912619047619048,4,-0.6695724870269704
liquidity_volume__positive_gate__turnover_126d__zero_trades_126d,liquidity_volume,positive_gate,3,1,0.00013083507585169086,0.0234269054545814,0.0028289014320155743,0.23637582106044092,0.9912619047619048,4,-0.4953752015860699
liquidity_volume__positive_gate__zero_trades_126d__ami_126d,liquidity_volume,positive_gate,3,-1,0.0386459530799267,0.00039609432332321097,-0.0018653451343099493,0.17266614674017597,0.9912619047619048,4,-0.6844680103304026
liquidity_volume__positive_gate__zero_trades_126d__dolvol_126d,liquidity_volume,positive_gate,3,-1,0.04554674917853075,0.0031915294672949005,-0.0017219815796693256,0.16562903493565903,0.9912619047619048,4,-0.6645601389207494
liquidity_volume__positive_gate__zero_trades_126d__turnover_126d,liquidity_volume,positive_gate,3,1,0.0007841670036266983,0.02436268902714029,0.0027525051991448865,0.23637582106044092,0.9912619047619048,4,-0.4984463627570455
price_volume_interaction__identity__dolvol_var_126d,price_volume_interaction,identity,1,1,0.22821112236654814,0.1695996892769838,0.00424733019769759,0.31660631119776805,0.991,1,0.6870086625006033
price_volume_interaction__identity__ret_6_1,price_volume_interaction,identity,1,-1,0.03572038212684099,0.016255573285529533,-0.006955434945475358,0.6133404017510252,0.9833095238095239,1,-0.490302556969405
price_volume_interaction__identity__rvol_21d,price_volume_interaction,identity,1,1,0.06870109143728902,0.013142011080902412,0.0007024464540861786,0.7040032213293427,0.9847142857142858,1,-0.3156179690745074
price_volume_interaction__identity__turnover_126d,price_volume_interaction,identity,1,1,0.02399263998912037,0.035439406698107134,0.003725833296648305,0.2364946899984591,0.9912619047619048,1,-0.0553049465791407
price_volume_interaction__pair_mean__dolvol_var_126d__ret_6_1,price_volume_interaction,pair_mean,1,1,0.07210522649087933,0.08249279718883741,0.003573416853373773,0.5410208833105828,0.981920634920635,3,-0.004442074069429435
price_volume_interaction__pair_product__dolvol_var_126d__ret_6_1,price_volume_interaction,pair_product,2,1,0.040085938610109034,0.004867455472299087,-0.000827345951431331,0.620488520239724,0.981920634920635,3,-0.4771387574058198
price_volume_interaction__pair_difference__dolvol_var_126d__ret_6_1,price_volume_interaction,pair_difference,2,1,0.14106945961190548,0.060285560156118155,0.0020273814568104193,0.5558364165289844,0.981920634920635,3,0.06480271844632862
price_volume_interaction__pair_mean__dolvol_var_126d__rvol_21d,price_volume_interaction,pair_mean,1,1,0.1529107810309321,0.06341440330398762,0.0019141075258602496,0.6184359985629847,0.9792301587301587,3,0.06414382239101396
price_volume_interaction__pair_product__dolvol_var_126d__rvol_21d,price_volume_interaction,pair_product,2,-1,0.11051840332981748,0.08089855957236049,0.0013345028215221739,0.6225438421015522,0.9792301587301587,3,-0.06841951137239415
price_volume_interaction__pair_difference__dolvol_var_126d__rvol_21d,price_volume_interaction,pair_difference,2,1,0.027925156725285994,0.04714846603941583,0.003477415415434667,0.6402898244111362,0.9792301587301587,3,-0.22251660276609211
price_volume_interaction__pair_mean__dolvol_var_126d__turnover_126d,price_volume_interaction,pair_mean,1,1,0.11031158373019355,0.09423643260855942,0.004359072415108583,0.32116204727268416,0.991,3,0.26506829133081466
price_volume_interaction__pair_product__dolvol_var_126d__turnover_126d,price_volume_interaction,pair_product,2,-1,0.12025716418564589,0.06920225958601949,0.0015090644736091429,0.3826807284225216,0.991,3,0.05976625771925591
price_volume_interaction__pair_difference__dolvol_var_126d__turnover_126d,price_volume_interaction,pair_difference,2,1,0.08023927871616587,0.029687960421233877,-0.0007945582632636366,0.26464257735476165,0.991,3,-0.23126813889368808
price_volume_interaction__pair_mean__ret_6_1__rvol_21d,price_volume_interaction,pair_mean,1,1,0.05522992996829801,0.03973601502982877,0.0013730932694154428,0.7534951127223081,0.9713253968253969,3,-0.3845367768906658
price_volume_interaction__pair_product__ret_6_1__rvol_21d,price_volume_interaction,pair_product,2,-1,0.30061192986181245,0.25893583413572574,0.008232953239380005,0.7134544874319237,0.9713253968253969,3,0.6688102830341166
price_volume_interaction__pair_difference__ret_6_1__rvol_21d,price_volume_interaction,pair_difference,2,-1,0.0630995345689516,0.006364780668276704,-0.0035193471508388812,0.7262248781140902,0.9713253968253969,3,-0.5539491302553987
price_volume_interaction__pair_mean__ret_6_1__turnover_126d,price_volume_interaction,pair_mean,1,-1,0.015380453810500965,0.025978698547472704,-0.004786831446887432,0.5202917867780872,0.9821825396825397,3,-0.51579024300312
price_volume_interaction__pair_product__ret_6_1__turnover_126d,price_volume_interaction,pair_product,2,1,0.30571151605425706,0.2857949839992386,0.00843434185882059,0.531640726342114,0.9821825396825397,3,0.7839819853068308
price_volume_interaction__pair_difference__ret_6_1__turnover_126d,price_volume_interaction,pair_difference,2,-1,0.05013049999382411,0.02880972301863446,-0.0005620744224732604,0.4996616523130909,0.9821825396825397,3,-0.37490822960807035
price_volume_interaction__pair_mean__rvol_21d__turnover_126d,price_volume_interaction,pair_mean,1,1,0.20588025846463087,0.11501077331003756,0.0025271520053719515,0.7160110902109262,0.9793650793650793,3,0.2773274880174429
price_volume_interaction__pair_product__rvol_21d__turnover_126d,price_volume_interaction,pair_product,2,1,0.040416535778636166,0.005274354906671778,-0.0004536088434066582,0.7440301272153637,0.9793650793650793,3,-0.515981703317362
price_volume_interaction__pair_difference__rvol_21d__turnover_126d,price_volume_interaction,pair_difference,2,1,0.023862663070809594,0.009363769974348898,-0.002471668464667065,0.5709585087217091,0.9793650793650793,3,-0.5296600652113596
price_volume_interaction__positive_gate__dolvol_var_126d__ret_6_1,price_volume_interaction,positive_gate,3,1,0.16264807807889653,0.08861152579627662,0.002770555259753672,0.4958538960335571,0.991,4,0.232229260870357
price_volume_interaction__positive_gate__dolvol_var_126d__rvol_21d,price_volume_interaction,positive_gate,3,1,0.13212948857341023,0.09643542747179952,0.0027150828864324467,0.49545246808236115,0.991,4,0.15988782267625334
price_volume_interaction__positive_gate__dolvol_var_126d__turnover_126d,price_volume_interaction,positive_gate,3,1,0.11675522063813695,0.07891575786109199,0.0018153150387701694,0.3560235608480603,0.991,4,0.04729283593483159
price_volume_interaction__positive_gate__ret_6_1__dolvol_var_126d,price_volume_interaction,positive_gate,3,-1,0.0655340271598049,0.0333166978746586,-0.0019233612504224997,0.6096345303865418,0.9833095238095239,4,-0.446516673945862
price_volume_interaction__positive_gate__ret_6_1__rvol_21d,price_volume_interaction,positive_gate,3,-1,0.21783460172337468,0.20514100446379016,0.0008369536625355939,0.7328449485999202,0.9833095238095239,4,0.26815708980350883
price_volume_interaction__positive_gate__ret_6_1__turnover_126d,price_volume_interaction,positive_gate,3,1,0.038329128737948595,0.08927989092668082,0.007967932275310806,0.5472952955785413,0.9833095238095239,4,0.048222300886608005
price_volume_interaction__positive_gate__rvol_21d__dolvol_var_126d,price_volume_interaction,positive_gate,3,1,0.04243854653653615,0.006727772781597507,-0.0023005998752926647,0.7078379803013247,0.9847142857142858,4,-0.57224963964681
price_volume_interaction__positive_gate__rvol_21d__ret_6_1,price_volume_interaction,positive_gate,3,-1,0.03981375232285559,0.08850060242986324,0.005542883741127653,0.7009690677809678,0.9847142857142858,4,-0.06164231636413013
price_volume_interaction__positive_gate__rvol_21d__turnover_126d,price_volume_interaction,positive_gate,3,1,0.058796494494385454,0.010682200438558677,0.0010593107761585738,0.7060621035331469,0.9847142857142858,4,-0.41233874071572074
price_volume_interaction__positive_gate__turnover_126d__dolvol_var_126d,price_volume_interaction,positive_gate,3,-1,0.013476101933433082,0.015228764311031404,-0.0026295475384430144,0.27967439238587904,0.9912619047619048,4,-0.4789734631999982
price_volume_interaction__positive_gate__turnover_126d__ret_6_1,price_volume_interaction,positive_gate,3,1,0.11847819604565406,0.13350184452439923,0.007885643406135564,0.4283845251181099,0.9912619047619048,4,0.4189616726764679
price_volume_interaction__positive_gate__turnover_126d__rvol_21d,price_volume_interaction,positive_gate,3,1,0.018407078509781946,0.034274881901650664,0.002011369273947266,0.6636223971939395,0.9912619047619048,4,-0.36607867924539617
