paper_table,scope,strategy_or_configuration,metric,paper_value,source_recomputed_value,absolute_error,display_tolerance,status,evidence
2,COIN,generative_agents,annualized_volatility_pct,71.0908,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,generative_agents,max_drawdown_pct,32.0957,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,fingpt,cumulative_return_pct,-88.7805,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,fingpt,sharpe_ratio,-1.9507,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,fingpt,daily_volatility_pct,5.2736,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,fingpt,annualized_volatility_pct,83.7153,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,fingpt,max_drawdown_pct,73.5774,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,buy_and_hold,cumulative_return_pct,-66.9497,-66.949668889316,3.111068400585282e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
3,TSLA_ablation,buy_and_hold,sharpe_ratio,-2.0845,-2.0844561346629105,4.386533708933271e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
3,TSLA_ablation,buy_and_hold,daily_volatility_pct,3.805,3.804969196499566,3.08035004339402e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
3,TSLA_ablation,buy_and_hold,annualized_volatility_pct,60.402,60.402013441194654,1.3441194653296407e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
3,TSLA_ablation,buy_and_hold,max_drawdown_pct,67.3269,67.32694356792754,4.356792754833805e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
3,TSLA_ablation,gpt_3_5_turbo,cumulative_return_pct,16.1501,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_3_5_turbo,sharpe_ratio,2.1589,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_3_5_turbo,daily_volatility_pct,0.8862,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_3_5_turbo,annualized_volatility_pct,14.0683,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_3_5_turbo,max_drawdown_pct,1.1073,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_4,cumulative_return_pct,62.618,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_4,sharpe_ratio,2.2251,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_4,daily_volatility_pct,3.3339,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_4,annualized_volatility_pct,52.9237,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_4,max_drawdown_pct,17.4012,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_4_turbo,cumulative_return_pct,54.6958,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_4_turbo,sharpe_ratio,2.496,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_4_turbo,daily_volatility_pct,2.596,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_4_turbo,annualized_volatility_pct,41.21,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,gpt_4_turbo,max_drawdown_pct,12.5734,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,davinci_003,cumulative_return_pct,1.6308,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,davinci_003,sharpe_ratio,0.8515,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,davinci_003,daily_volatility_pct,0.2269,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,davinci_003,annualized_volatility_pct,3.6018,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,davinci_003,max_drawdown_pct,0.8408,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,llama2_70b_chat,cumulative_return_pct,-52.7233,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,llama2_70b_chat,sharpe_ratio,-2.8532,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,llama2_70b_chat,daily_volatility_pct,2.1891,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,llama2_70b_chat,annualized_volatility_pct,34.7503,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
3,TSLA_ablation,llama2_70b_chat,max_drawdown_pct,44.7168,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,buy_and_hold,cumulative_return_pct,-66.9497,-66.949668889316,3.111068400585282e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
4,TSLA_ablation,buy_and_hold,sharpe_ratio,-2.0845,-2.0844561346629105,4.386533708933271e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
4,TSLA_ablation,buy_and_hold,daily_volatility_pct,3.9527,3.804969196499566,0.14773080350043388,5.0000001000000005e-05,mismatch_against_pinned_2026_yahoo_retrieval,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
4,TSLA_ablation,buy_and_hold,annualized_volatility_pct,3.805,60.402013441194654,56.597013441194655,5.0000001000000005e-05,mismatch_against_pinned_2026_yahoo_retrieval,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
4,TSLA_ablation,buy_and_hold,max_drawdown_pct,67.3269,67.32694356792754,4.356792754833805e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
4,TSLA_ablation,self_adaptive,cumulative_return_pct,54.6958,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,self_adaptive,sharpe_ratio,2.496,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,self_adaptive,daily_volatility_pct,2.7419,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,self_adaptive,annualized_volatility_pct,2.596,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,self_adaptive,max_drawdown_pct,12.5734,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,risk_seeking,cumulative_return_pct,-19.4132,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,risk_seeking,sharpe_ratio,-0.7866,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,risk_seeking,daily_volatility_pct,3.2722,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,risk_seeking,annualized_volatility_pct,2.9236,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,risk_seeking,max_drawdown_pct,45.0001,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,risk_averse,cumulative_return_pct,-12.4679,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,risk_averse,sharpe_ratio,-1.5783,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,risk_averse,daily_volatility_pct,1.7744,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,risk_averse,annualized_volatility_pct,0.9358,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
4,TSLA_ablation,risk_averse,max_drawdown_pct,15.9882,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,buy_and_hold,cumulative_return_pct,-66.9497,-66.949668889316,3.111068400585282e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
5,TSLA_ablation,buy_and_hold,sharpe_ratio,-2.0845,-2.0844561346629105,4.386533708933271e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
5,TSLA_ablation,buy_and_hold,daily_volatility_pct,3.805,3.804969196499566,3.08035004339402e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
5,TSLA_ablation,buy_and_hold,annualized_volatility_pct,60.402,60.402013441194654,1.3441194653296407e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
5,TSLA_ablation,buy_and_hold,max_drawdown_pct,67.3269,67.32694356792754,4.356792754833805e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
5,TSLA_ablation,top_1,cumulative_return_pct,52.0936,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_1,sharpe_ratio,1.8642,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_1,daily_volatility_pct,3.3105,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_1,annualized_volatility_pct,52.5529,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_1,max_drawdown_pct,25.2355,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_3,cumulative_return_pct,29.443,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_3,sharpe_ratio,1.1214,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_3,daily_volatility_pct,3.1105,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_3,annualized_volatility_pct,49.3779,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_3,max_drawdown_pct,27.0972,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_5,cumulative_return_pct,54.6958,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_5,sharpe_ratio,2.496,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_5,daily_volatility_pct,2.596,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_5,annualized_volatility_pct,41.21,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_5,max_drawdown_pct,12.5734,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_10,cumulative_return_pct,79.4448,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_10,sharpe_ratio,2.7469,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_10,daily_volatility_pct,3.4262,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_10,annualized_volatility_pct,54.3891,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
5,TSLA_ablation,top_10,max_drawdown_pct,17.136,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
