edition,table,row_number,context,row,metric,display_value,numeric_value,duplicate_kind,native_pipeline_executed,native_result_regenerated,paper_result_credit
arxiv_v4_acl_final,main_baselines,18,CSI300-10,gpt-oss-20B,IR,0.4885,0.4885,none,False,False,False
arxiv_v4_acl_final,main_baselines,19,CSI300-10,gpt-oss-120B,IC,0.0300,0.03,none,False,False,False
arxiv_v4_acl_final,main_baselines,19,CSI300-10,gpt-oss-120B,RankIC,0.0318,0.0318,none,False,False,False
arxiv_v4_acl_final,main_baselines,19,CSI300-10,gpt-oss-120B,ICIR,0.2501,0.2501,none,False,False,False
arxiv_v4_acl_final,main_baselines,19,CSI300-10,gpt-oss-120B,RankICIR,0.2595,0.2595,none,False,False,False
arxiv_v4_acl_final,main_baselines,19,CSI300-10,gpt-oss-120B,AER,0.0789,0.0789,none,False,False,False
arxiv_v4_acl_final,main_baselines,19,CSI300-10,gpt-oss-120B,IR,0.8015,0.8015,none,False,False,False
arxiv_v4_acl_final,main_baselines,20,CSI300-10,GPT-4.1,IC,0.0118,0.0118,none,False,False,False
arxiv_v4_acl_final,main_baselines,20,CSI300-10,GPT-4.1,RankIC,0.0114,0.0114,none,False,False,False
arxiv_v4_acl_final,main_baselines,20,CSI300-10,GPT-4.1,ICIR,0.1069,0.1069,none,False,False,False
arxiv_v4_acl_final,main_baselines,20,CSI300-10,GPT-4.1,RankICIR,0.1037,0.1037,none,False,False,False
arxiv_v4_acl_final,main_baselines,20,CSI300-10,GPT-4.1,AER,0.0360,0.036,none,False,False,False
arxiv_v4_acl_final,main_baselines,20,CSI300-10,GPT-4.1,IR,0.3628,0.3628,none,False,False,False
arxiv_v4_acl_final,main_baselines,21,CSI300-10,o3,IC,0.0019,0.0019,none,False,False,False
arxiv_v4_acl_final,main_baselines,21,CSI300-10,o3,RankIC,-0.0050,-0.005,none,False,False,False
arxiv_v4_acl_final,main_baselines,21,CSI300-10,o3,ICIR,0.0203,0.0203,none,False,False,False
arxiv_v4_acl_final,main_baselines,21,CSI300-10,o3,RankICIR,-0.0475,-0.0475,none,False,False,False
arxiv_v4_acl_final,main_baselines,21,CSI300-10,o3,AER,0.0218,0.0218,none,False,False,False
arxiv_v4_acl_final,main_baselines,21,CSI300-10,o3,IR,0.2278,0.2278,none,False,False,False
arxiv_v4_acl_final,main_baselines,22,CSI300-10,CogAlpha,IC,0.0591,0.0591,none,False,False,False
arxiv_v4_acl_final,main_baselines,22,CSI300-10,CogAlpha,RankIC,0.0814,0.0814,none,False,False,False
arxiv_v4_acl_final,main_baselines,22,CSI300-10,CogAlpha,ICIR,0.3410,0.341,none,False,False,False
arxiv_v4_acl_final,main_baselines,22,CSI300-10,CogAlpha,RankICIR,0.4350,0.435,none,False,False,False
arxiv_v4_acl_final,main_baselines,22,CSI300-10,CogAlpha,AER,0.1639,0.1639,none,False,False,False
arxiv_v4_acl_final,main_baselines,22,CSI300-10,CogAlpha,IR,1.8999,1.8999,none,False,False,False
arxiv_v4_acl_final,ablation,1,CSI300-10,Agent,IC,0.0300,0.03,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,1,CSI300-10,Agent,RankIC,0.0318,0.0318,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,1,CSI300-10,Agent,ICIR,0.2501,0.2501,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,1,CSI300-10,Agent,RankICIR,0.2595,0.2595,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,1,CSI300-10,Agent,AER,0.0789,0.0789,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,1,CSI300-10,Agent,IR,0.8015,0.8015,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,2,CSI300-10,Agent_E,IC,0.0219,0.0219,none,False,False,False
arxiv_v4_acl_final,ablation,2,CSI300-10,Agent_E,RankIC,0.0420,0.042,none,False,False,False
arxiv_v4_acl_final,ablation,2,CSI300-10,Agent_E,ICIR,0.1932,0.1932,none,False,False,False
arxiv_v4_acl_final,ablation,2,CSI300-10,Agent_E,RankICIR,0.3322,0.3322,none,False,False,False
arxiv_v4_acl_final,ablation,2,CSI300-10,Agent_E,AER,0.0808,0.0808,none,False,False,False
arxiv_v4_acl_final,ablation,2,CSI300-10,Agent_E,IR,0.8999,0.8999,none,False,False,False
arxiv_v4_acl_final,ablation,3,CSI300-10,Agent_EA,IC,0.0315,0.0315,none,False,False,False
arxiv_v4_acl_final,ablation,3,CSI300-10,Agent_EA,RankIC,0.0491,0.0491,none,False,False,False
arxiv_v4_acl_final,ablation,3,CSI300-10,Agent_EA,ICIR,0.2568,0.2568,none,False,False,False
arxiv_v4_acl_final,ablation,3,CSI300-10,Agent_EA,RankICIR,0.3583,0.3583,none,False,False,False
arxiv_v4_acl_final,ablation,3,CSI300-10,Agent_EA,AER,0.0825,0.0825,none,False,False,False
arxiv_v4_acl_final,ablation,3,CSI300-10,Agent_EA,IR,1.0145,1.0145,none,False,False,False
arxiv_v4_acl_final,ablation,4,CSI300-10,Agent_EAG,IC,0.0414,0.0414,none,False,False,False
arxiv_v4_acl_final,ablation,4,CSI300-10,Agent_EAG,RankIC,0.0501,0.0501,none,False,False,False
arxiv_v4_acl_final,ablation,4,CSI300-10,Agent_EAG,ICIR,0.3239,0.3239,none,False,False,False
arxiv_v4_acl_final,ablation,4,CSI300-10,Agent_EAG,RankICIR,0.3599,0.3599,none,False,False,False
arxiv_v4_acl_final,ablation,4,CSI300-10,Agent_EAG,AER,0.1245,0.1245,none,False,False,False
arxiv_v4_acl_final,ablation,4,CSI300-10,Agent_EAG,IR,1.4668,1.4668,none,False,False,False
arxiv_v4_acl_final,ablation,5,CSI300-10,Agent_EAGH-CogAlpha,IC,0.0591,0.0591,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,5,CSI300-10,Agent_EAGH-CogAlpha,RankIC,0.0814,0.0814,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,5,CSI300-10,Agent_EAGH-CogAlpha,ICIR,0.3410,0.341,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,5,CSI300-10,Agent_EAGH-CogAlpha,RankICIR,0.4350,0.435,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,5,CSI300-10,Agent_EAGH-CogAlpha,AER,0.1639,0.1639,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,ablation,5,CSI300-10,Agent_EAGH-CogAlpha,IR,1.8999,1.8999,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,hyperparameters,1,CSI300-10,P16_G24_H8,IC,0.0362,0.0362,none,False,False,False
arxiv_v4_acl_final,hyperparameters,1,CSI300-10,P16_G24_H8,RankIC,0.0508,0.0508,none,False,False,False
arxiv_v4_acl_final,hyperparameters,1,CSI300-10,P16_G24_H8,ICIR,0.3168,0.3168,none,False,False,False
arxiv_v4_acl_final,hyperparameters,1,CSI300-10,P16_G24_H8,RankICIR,0.3805,0.3805,none,False,False,False
arxiv_v4_acl_final,hyperparameters,2,CSI300-10,P32_G24_H8,IC,0.0315,0.0315,none,False,False,False
arxiv_v4_acl_final,hyperparameters,2,CSI300-10,P32_G24_H8,RankIC,0.0475,0.0475,none,False,False,False
arxiv_v4_acl_final,hyperparameters,2,CSI300-10,P32_G24_H8,ICIR,0.2364,0.2364,none,False,False,False
arxiv_v4_acl_final,hyperparameters,2,CSI300-10,P32_G24_H8,RankICIR,0.3379,0.3379,none,False,False,False
arxiv_v4_acl_final,hyperparameters,3,CSI300-10,P48_G24_H8,IC,0.0199,0.0199,none,False,False,False
arxiv_v4_acl_final,hyperparameters,3,CSI300-10,P48_G24_H8,RankIC,0.0285,0.0285,none,False,False,False
arxiv_v4_acl_final,hyperparameters,3,CSI300-10,P48_G24_H8,ICIR,0.1835,0.1835,none,False,False,False
arxiv_v4_acl_final,hyperparameters,3,CSI300-10,P48_G24_H8,RankICIR,0.2480,0.248,none,False,False,False
arxiv_v4_acl_final,hyperparameters,4,CSI300-10,P32_G24_H2,IC,0.0394,0.0394,none,False,False,False
arxiv_v4_acl_final,hyperparameters,4,CSI300-10,P32_G24_H2,RankIC,0.0625,0.0625,none,False,False,False
arxiv_v4_acl_final,hyperparameters,4,CSI300-10,P32_G24_H2,ICIR,0.3128,0.3128,none,False,False,False
arxiv_v4_acl_final,hyperparameters,4,CSI300-10,P32_G24_H2,RankICIR,0.4364,0.4364,none,False,False,False
arxiv_v4_acl_final,hyperparameters,5,CSI300-10,P32_G24_H4,IC,0.0281,0.0281,none,False,False,False
arxiv_v4_acl_final,hyperparameters,5,CSI300-10,P32_G24_H4,RankIC,0.0477,0.0477,none,False,False,False
arxiv_v4_acl_final,hyperparameters,5,CSI300-10,P32_G24_H4,ICIR,0.2309,0.2309,none,False,False,False
arxiv_v4_acl_final,hyperparameters,5,CSI300-10,P32_G24_H4,RankICIR,0.3507,0.3507,none,False,False,False
arxiv_v4_acl_final,hyperparameters,6,CSI300-10,P32_G24_H12,IC,0.0340,0.034,none,False,False,False
arxiv_v4_acl_final,hyperparameters,6,CSI300-10,P32_G24_H12,RankIC,0.0524,0.0524,none,False,False,False
arxiv_v4_acl_final,hyperparameters,6,CSI300-10,P32_G24_H12,ICIR,0.2928,0.2928,none,False,False,False
arxiv_v4_acl_final,hyperparameters,6,CSI300-10,P32_G24_H12,RankICIR,0.3759,0.3759,none,False,False,False
arxiv_v4_acl_final,hyperparameters,7,CSI300-10,P32_G8_H8,IC,0.0283,0.0283,none,False,False,False
arxiv_v4_acl_final,hyperparameters,7,CSI300-10,P32_G8_H8,RankIC,0.0447,0.0447,none,False,False,False
arxiv_v4_acl_final,hyperparameters,7,CSI300-10,P32_G8_H8,ICIR,0.2413,0.2413,none,False,False,False
arxiv_v4_acl_final,hyperparameters,7,CSI300-10,P32_G8_H8,RankICIR,0.3542,0.3542,none,False,False,False
arxiv_v4_acl_final,hyperparameters,8,CSI300-10,P32_G16_H8,IC,0.0326,0.0326,none,False,False,False
arxiv_v4_acl_final,hyperparameters,8,CSI300-10,P32_G16_H8,RankIC,0.0433,0.0433,none,False,False,False
arxiv_v4_acl_final,hyperparameters,8,CSI300-10,P32_G16_H8,ICIR,0.2505,0.2505,none,False,False,False
arxiv_v4_acl_final,hyperparameters,8,CSI300-10,P32_G16_H8,RankICIR,0.3458,0.3458,none,False,False,False
arxiv_v4_acl_final,cross_dataset,1,CSI300-10,CNN,IC,0.0268,0.0268,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,1,CSI300-10,CNN,RankIC,0.0392,0.0392,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,1,CSI300-10,CNN,ICIR,0.2432,0.2432,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,1,CSI300-10,CNN,RankICIR,0.3117,0.3117,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,2,CSI300-10,Linear,IC,0.0165,0.0165,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,2,CSI300-10,Linear,RankIC,0.0211,0.0211,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,2,CSI300-10,Linear,ICIR,0.1612,0.1612,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,2,CSI300-10,Linear,RankICIR,0.1655,0.1655,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,3,CSI300-10,XGBoost,IC,0.0257,0.0257,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,3,CSI300-10,XGBoost,RankIC,0.0376,0.0376,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,3,CSI300-10,XGBoost,ICIR,0.2783,0.2783,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,3,CSI300-10,XGBoost,RankICIR,0.4093,0.4093,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,4,CSI300-10,CogAlpha-Ridge,IC,0.0539,0.0539,none,False,False,False
arxiv_v4_acl_final,cross_dataset,4,CSI300-10,CogAlpha-Ridge,RankIC,0.0714,0.0714,none,False,False,False
arxiv_v4_acl_final,cross_dataset,4,CSI300-10,CogAlpha-Ridge,ICIR,0.3471,0.3471,none,False,False,False
arxiv_v4_acl_final,cross_dataset,4,CSI300-10,CogAlpha-Ridge,RankICIR,0.4380,0.438,none,False,False,False
arxiv_v4_acl_final,cross_dataset,5,CSI300-10,CogAlpha-LightGBM,IC,0.0591,0.0591,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,5,CSI300-10,CogAlpha-LightGBM,RankIC,0.0814,0.0814,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,5,CSI300-10,CogAlpha-LightGBM,ICIR,0.3410,0.341,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,5,CSI300-10,CogAlpha-LightGBM,RankICIR,0.4350,0.435,exact_repeat_of_main_table,False,False,False
arxiv_v4_acl_final,cross_dataset,6,CSI300-30,CNN,IC,0.0445,0.0445,none,False,False,False
arxiv_v4_acl_final,cross_dataset,6,CSI300-30,CNN,RankIC,0.0644,0.0644,none,False,False,False
arxiv_v4_acl_final,cross_dataset,6,CSI300-30,CNN,ICIR,0.4118,0.4118,none,False,False,False
arxiv_v4_acl_final,cross_dataset,6,CSI300-30,CNN,RankICIR,0.6023,0.6023,none,False,False,False
arxiv_v4_acl_final,cross_dataset,7,CSI300-30,Linear,IC,0.0222,0.0222,none,False,False,False
arxiv_v4_acl_final,cross_dataset,7,CSI300-30,Linear,RankIC,0.0482,0.0482,none,False,False,False
arxiv_v4_acl_final,cross_dataset,7,CSI300-30,Linear,ICIR,0.2174,0.2174,none,False,False,False
arxiv_v4_acl_final,cross_dataset,7,CSI300-30,Linear,RankICIR,0.4218,0.4218,none,False,False,False
arxiv_v4_acl_final,cross_dataset,8,CSI300-30,XGBoost,IC,0.0402,0.0402,none,False,False,False
arxiv_v4_acl_final,cross_dataset,8,CSI300-30,XGBoost,RankIC,0.0507,0.0507,none,False,False,False
arxiv_v4_acl_final,cross_dataset,8,CSI300-30,XGBoost,ICIR,0.4181,0.4181,none,False,False,False
arxiv_v4_acl_final,cross_dataset,8,CSI300-30,XGBoost,RankICIR,0.5896,0.5896,none,False,False,False
arxiv_v4_acl_final,cross_dataset,9,CSI300-30,CogAlpha-Ridge,IC,0.0815,0.0815,none,False,False,False
arxiv_v4_acl_final,cross_dataset,9,CSI300-30,CogAlpha-Ridge,RankIC,0.1069,0.1069,none,False,False,False
arxiv_v4_acl_final,cross_dataset,9,CSI300-30,CogAlpha-Ridge,ICIR,0.4408,0.4408,none,False,False,False
arxiv_v4_acl_final,cross_dataset,9,CSI300-30,CogAlpha-Ridge,RankICIR,0.5403,0.5403,none,False,False,False
arxiv_v4_acl_final,cross_dataset,10,CSI300-30,CogAlpha-LightGBM,IC,0.0886,0.0886,none,False,False,False
arxiv_v4_acl_final,cross_dataset,10,CSI300-30,CogAlpha-LightGBM,RankIC,0.1243,0.1243,none,False,False,False
arxiv_v4_acl_final,cross_dataset,10,CSI300-30,CogAlpha-LightGBM,ICIR,0.4933,0.4933,none,False,False,False
arxiv_v4_acl_final,cross_dataset,10,CSI300-30,CogAlpha-LightGBM,RankICIR,0.6740,0.674,none,False,False,False
arxiv_v4_acl_final,cross_dataset,11,CSI500-10,CNN,IC,0.0353,0.0353,none,False,False,False
arxiv_v4_acl_final,cross_dataset,11,CSI500-10,CNN,RankIC,0.0490,0.049,none,False,False,False
arxiv_v4_acl_final,cross_dataset,11,CSI500-10,CNN,ICIR,0.2615,0.2615,none,False,False,False
arxiv_v4_acl_final,cross_dataset,11,CSI500-10,CNN,RankICIR,0.3959,0.3959,none,False,False,False
arxiv_v4_acl_final,cross_dataset,12,CSI500-10,Linear,IC,0.0273,0.0273,none,False,False,False
arxiv_v4_acl_final,cross_dataset,12,CSI500-10,Linear,RankIC,0.0391,0.0391,none,False,False,False
arxiv_v4_acl_final,cross_dataset,12,CSI500-10,Linear,ICIR,0.2787,0.2787,none,False,False,False
arxiv_v4_acl_final,cross_dataset,12,CSI500-10,Linear,RankICIR,0.3671,0.3671,none,False,False,False
arxiv_v4_acl_final,cross_dataset,13,CSI500-10,XGBoost,IC,0.0282,0.0282,none,False,False,False
arxiv_v4_acl_final,cross_dataset,13,CSI500-10,XGBoost,RankIC,0.0290,0.029,none,False,False,False
arxiv_v4_acl_final,cross_dataset,13,CSI500-10,XGBoost,ICIR,0.2458,0.2458,none,False,False,False
arxiv_v4_acl_final,cross_dataset,13,CSI500-10,XGBoost,RankICIR,0.3046,0.3046,none,False,False,False
arxiv_v4_acl_final,cross_dataset,14,CSI500-10,CogAlpha-Ridge,IC,0.0455,0.0455,none,False,False,False
arxiv_v4_acl_final,cross_dataset,14,CSI500-10,CogAlpha-Ridge,RankIC,0.0738,0.0738,none,False,False,False
arxiv_v4_acl_final,cross_dataset,14,CSI500-10,CogAlpha-Ridge,ICIR,0.2903,0.2903,none,False,False,False
arxiv_v4_acl_final,cross_dataset,14,CSI500-10,CogAlpha-Ridge,RankICIR,0.4752,0.4752,none,False,False,False
arxiv_v4_acl_final,cross_dataset,15,SP500-10,CNN,IC,-0.0040,-0.004,none,False,False,False
arxiv_v4_acl_final,cross_dataset,15,SP500-10,CNN,RankIC,-0.0028,-0.0028,none,False,False,False
arxiv_v4_acl_final,cross_dataset,15,SP500-10,CNN,ICIR,-0.0508,-0.0508,none,False,False,False
arxiv_v4_acl_final,cross_dataset,15,SP500-10,CNN,RankICIR,-0.0325,-0.0325,none,False,False,False
arxiv_v4_acl_final,cross_dataset,16,SP500-10,Linear,IC,0.0031,0.0031,none,False,False,False
arxiv_v4_acl_final,cross_dataset,16,SP500-10,Linear,RankIC,0.0004,0.0004,none,False,False,False
arxiv_v4_acl_final,cross_dataset,16,SP500-10,Linear,ICIR,0.0408,0.0408,none,False,False,False
arxiv_v4_acl_final,cross_dataset,16,SP500-10,Linear,RankICIR,0.0045,0.0045,none,False,False,False
arxiv_v4_acl_final,cross_dataset,17,SP500-10,XGBoost,IC,-0.0020,-0.002,none,False,False,False
arxiv_v4_acl_final,cross_dataset,17,SP500-10,XGBoost,RankIC,0.0045,0.0045,none,False,False,False
arxiv_v4_acl_final,cross_dataset,17,SP500-10,XGBoost,ICIR,-0.0434,-0.0434,none,False,False,False
arxiv_v4_acl_final,cross_dataset,17,SP500-10,XGBoost,RankICIR,0.0670,0.067,none,False,False,False
arxiv_v4_acl_final,cross_dataset,18,SP500-10,CogAlpha-Ridge,IC,0.0217,0.0217,none,False,False,False
arxiv_v4_acl_final,cross_dataset,18,SP500-10,CogAlpha-Ridge,RankIC,0.0226,0.0226,none,False,False,False
arxiv_v4_acl_final,cross_dataset,18,SP500-10,CogAlpha-Ridge,ICIR,0.2189,0.2189,none,False,False,False
arxiv_v4_acl_final,cross_dataset,18,SP500-10,CogAlpha-Ridge,RankICIR,0.1726,0.1726,none,False,False,False
arxiv_v4_acl_final,cross_dataset,19,HSI-10,CNN,IC,0.0218,0.0218,none,False,False,False
arxiv_v4_acl_final,cross_dataset,19,HSI-10,CNN,RankIC,0.0177,0.0177,none,False,False,False
arxiv_v4_acl_final,cross_dataset,19,HSI-10,CNN,ICIR,0.1603,0.1603,none,False,False,False
arxiv_v4_acl_final,cross_dataset,19,HSI-10,CNN,RankICIR,0.1248,0.1248,none,False,False,False
arxiv_v4_acl_final,cross_dataset,20,HSI-10,Linear,IC,0.0218,0.0218,none,False,False,False
arxiv_v4_acl_final,cross_dataset,20,HSI-10,Linear,RankIC,0.0158,0.0158,none,False,False,False
arxiv_v4_acl_final,cross_dataset,20,HSI-10,Linear,ICIR,0.1647,0.1647,none,False,False,False
arxiv_v4_acl_final,cross_dataset,20,HSI-10,Linear,RankICIR,0.0967,0.0967,none,False,False,False
arxiv_v4_acl_final,cross_dataset,21,HSI-10,XGBoost,IC,-0.0031,-0.0031,none,False,False,False
arxiv_v4_acl_final,cross_dataset,21,HSI-10,XGBoost,RankIC,0.0003,0.0003,none,False,False,False
arxiv_v4_acl_final,cross_dataset,21,HSI-10,XGBoost,ICIR,-0.0272,-0.0272,none,False,False,False
arxiv_v4_acl_final,cross_dataset,21,HSI-10,XGBoost,RankICIR,0.0026,0.0026,none,False,False,False
arxiv_v4_acl_final,cross_dataset,22,HSI-10,CogAlpha-Ridge,IC,0.0327,0.0327,none,False,False,False
arxiv_v4_acl_final,cross_dataset,22,HSI-10,CogAlpha-Ridge,RankIC,0.0400,0.04,none,False,False,False
arxiv_v4_acl_final,cross_dataset,22,HSI-10,CogAlpha-Ridge,ICIR,0.1903,0.1903,none,False,False,False
arxiv_v4_acl_final,cross_dataset,22,HSI-10,CogAlpha-Ridge,RankICIR,0.2330,0.233,none,False,False,False
arxiv_v4_acl_final,cross_dataset,23,HSCI-10,CNN,IC,0.0385,0.0385,none,False,False,False
arxiv_v4_acl_final,cross_dataset,23,HSCI-10,CNN,RankIC,0.0242,0.0242,none,False,False,False
arxiv_v4_acl_final,cross_dataset,23,HSCI-10,CNN,ICIR,0.4006,0.4006,none,False,False,False
arxiv_v4_acl_final,cross_dataset,23,HSCI-10,CNN,RankICIR,0.2304,0.2304,none,False,False,False
arxiv_v4_acl_final,cross_dataset,24,HSCI-10,Linear,IC,0.0171,0.0171,none,False,False,False
arxiv_v4_acl_final,cross_dataset,24,HSCI-10,Linear,RankIC,0.0142,0.0142,none,False,False,False
arxiv_v4_acl_final,cross_dataset,24,HSCI-10,Linear,ICIR,0.2258,0.2258,none,False,False,False
arxiv_v4_acl_final,cross_dataset,24,HSCI-10,Linear,RankICIR,0.1401,0.1401,none,False,False,False
arxiv_v4_acl_final,cross_dataset,25,HSCI-10,XGBoost,IC,0.0295,0.0295,none,False,False,False
arxiv_v4_acl_final,cross_dataset,25,HSCI-10,XGBoost,RankIC,0.0144,0.0144,none,False,False,False
arxiv_v4_acl_final,cross_dataset,25,HSCI-10,XGBoost,ICIR,0.3153,0.3153,none,False,False,False
arxiv_v4_acl_final,cross_dataset,25,HSCI-10,XGBoost,RankICIR,0.1690,0.169,none,False,False,False
arxiv_v4_acl_final,cross_dataset,26,HSCI-10,CogAlpha-Ridge,IC,0.0562,0.0562,none,False,False,False
arxiv_v4_acl_final,cross_dataset,26,HSCI-10,CogAlpha-Ridge,RankIC,0.0495,0.0495,none,False,False,False
arxiv_v4_acl_final,cross_dataset,26,HSCI-10,CogAlpha-Ridge,ICIR,0.5396,0.5396,none,False,False,False
arxiv_v4_acl_final,cross_dataset,26,HSCI-10,CogAlpha-Ridge,RankICIR,0.4394,0.4394,none,False,False,False
