candidate_id,benchmark,factor,loading
authors__results_22_24__greenblatt,official_ff3_matched_jkp_window,HML,0.019672476495819338
authors__results_22_24__greenblatt,official_ff5_momentum_matched_jkp_window,intercept,0.0035408974220368346
authors__results_22_24__greenblatt,official_ff5_momentum_matched_jkp_window,Mkt-RF,1.0037008261694538
authors__results_22_24__greenblatt,official_ff5_momentum_matched_jkp_window,SMB,-0.26602768481177563
authors__results_22_24__greenblatt,official_ff5_momentum_matched_jkp_window,HML,0.19838046183656746
authors__results_22_24__greenblatt,official_ff5_momentum_matched_jkp_window,RMW,0.17731784805868162
authors__results_22_24__greenblatt,official_ff5_momentum_matched_jkp_window,CMA,-0.17764978955710437
authors__results_22_24__greenblatt,official_ff5_momentum_matched_jkp_window,Mom,-0.3180451746716316
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_bab,intercept,0.0008125162327002155
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_bab,Mkt-RF,0.6967859593549136
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_bab,SMB,-0.3493714410514735
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_bab,HML,0.1957310775019126
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_bab,RMW,0.5291420010448867
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_bab,CMA,-0.11585584475395515
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_bab,Mom,-0.1277495948393018
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_bab,char__betabab_1260d,1.670635268853454
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,intercept,0.0007653411552312267
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,Mkt-RF,0.8259644364568098
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,SMB,-0.4324859854499171
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,HML,-0.1002519333958315
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,RMW,-0.00614858510464174
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,CMA,-0.004262039694694611
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,Mom,-0.08129068257087099
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,char__betabab_1260d,5.053825137856917
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,char__beta_60m,0.6902896158282291
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,char__beta_dimson_21d,-0.15739132220193439
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,char__betadown_252d,-3.7906633311978504
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,char__ivol_capm_252d,-2.8563696004175823
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,char__rvol_21d,2.540281901307907
authors__results_22_24__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,char__qmj_safety,1.0917328458907012
authors__results_22_24__greenblatt,jkp_primary_six,intercept,0.004365688621445797
authors__results_22_24__greenblatt,jkp_primary_six,capm_top1000_mkt,2.388233805576361
authors__results_22_24__greenblatt,jkp_primary_six,char__be_me,-0.3988837345985407
authors__results_22_24__greenblatt,jkp_primary_six,char__market_equity,-0.05917343635356876
authors__results_22_24__greenblatt,jkp_primary_six,char__at_gr1,-0.4102604355492199
authors__results_22_24__greenblatt,jkp_primary_six,char__ope_be,0.46742537628704
authors__results_22_24__greenblatt,jkp_primary_six,char__ret_12_1,-0.905703496837873
authors__results_22_24__greenblatt,jkp132_compressed_pre2022_pca5,intercept,0.0025904749161973157
authors__results_22_24__greenblatt,jkp132_compressed_pre2022_pca5,capm_top1000_mkt,1.5946901588199898
