candidate_id,benchmark,n_months,n_factors,sample_start,sample_end,status,alpha_monthly,alpha_annualized,alpha_tstat_hac,alpha_pvalue,r_squared,residual_monthly_volatility,factor_rank,series_type,archive,agent,mode,modal_ridge_penalty,alpha_pvalue_holm_within_benchmark,significant_5pct_raw,significant_5pct_holm,alpha_pvalue_holm_replay_family,significant_5pct_holm_replay_family
jkp_proxy__guru_greenblatt_magic_formula,jkp132_full_ols,305,133,1999-08-31,2024-12-31,identified_ols,0.001464773492879887,0.017577281914558644,0.5889953634472683,0.5566416580211313,0.9371215274276492,0.019779303445738,134.0,jkp_proxy,jkp_1999_2024,greenblatt,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_piotroski_fscore_proxy,jkp132_full_ols,305,133,1999-08-31,2024-12-31,identified_ols,-0.0010868210729604395,-0.013041852875525273,-0.540286226122144,0.5897026351513153,0.8274143929275193,0.018165085577667994,134.0,jkp_proxy,jkp_1999_2024,piotroski,motif-proxy,,1.0,False,False,,False
replay__results_22_24__archived-final__altman,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,altman,archived-final,,,False,False,,False
replay__results_22_24__archived-final__buffett,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,buffett,archived-final,,,False,False,,False
replay__results_22_24__archived-final__ensemble,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,ensemble,archived-final,,,False,False,,False
replay__results_22_24__archived-final__graham,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,graham,archived-final,,,False,False,,False
replay__results_22_24__archived-final__greenblatt,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,greenblatt,archived-final,,,False,False,,False
replay__results_22_24__archived-final__piotroski,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,piotroski,archived-final,,,False,False,,False
replay__results_22_24__tool-routing__altman,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,altman,tool-routing,,,False,False,,False
replay__results_22_24__tool-routing__buffett,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,buffett,tool-routing,,,False,False,,False
replay__results_22_24__tool-routing__ensemble,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,ensemble,tool-routing,,,False,False,,False
replay__results_22_24__tool-routing__graham,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,graham,tool-routing,,,False,False,,False
replay__results_22_24__tool-routing__greenblatt,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,greenblatt,tool-routing,,,False,False,,False
replay__results_22_24__tool-routing__piotroski,jkp132_full_ols,33,133,2022-04-30,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results_22_24,piotroski,tool-routing,,,False,False,,False
replay__results__archived-final__altman,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,altman,archived-final,,,False,False,,False
replay__results__archived-final__buffett,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,buffett,archived-final,,,False,False,,False
replay__results__archived-final__ensemble,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,ensemble,archived-final,,,False,False,,False
replay__results__archived-final__graham,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,graham,archived-final,,,False,False,,False
replay__results__archived-final__greenblatt,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,greenblatt,archived-final,,,False,False,,False
replay__results__archived-final__piotroski,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,piotroski,archived-final,,,False,False,,False
replay__results__tool-routing__altman,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,altman,tool-routing,,,False,False,,False
replay__results__tool-routing__buffett,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,buffett,tool-routing,,,False,False,,False
replay__results__tool-routing__ensemble,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,ensemble,tool-routing,,,False,False,,False
replay__results__tool-routing__graham,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,graham,tool-routing,,,False,False,,False
replay__results__tool-routing__greenblatt,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,greenblatt,tool-routing,,,False,False,,False
replay__results__tool-routing__piotroski,jkp132_full_ols,12,133,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,piotroski,tool-routing,,,False,False,,False
authors__results_22_24__altman,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.005580410384902988,0.06696492461883585,1.1484630652990793,0.2612342852259365,0.9130303205762904,0.019778643839486937,7.0,authors,results_22_24,altman,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__buffett,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.01110901931175401,0.1333082317410481,1.9670053061178223,0.059939712901235995,0.8313408492566239,0.024654710038873383,7.0,authors,results_22_24,buffett,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__ensemble,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.006165195591849542,0.0739823471021945,1.466102874483582,0.15461121163739516,0.9086549625012229,0.018877727853418968,7.0,authors,results_22_24,ensemble,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__graham,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.006382211800477892,0.0765865416057347,1.1141668532495432,0.2754015942585604,0.8723174585366467,0.025528834281468717,7.0,authors,results_22_24,graham,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__greenblatt,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.004365688621445797,0.052388263457349565,1.058203691616677,0.2996955397628025,0.8819091322995742,0.020681961583894487,7.0,authors,results_22_24,greenblatt,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__piotroski,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.002897702514778201,0.03477243017733841,0.7066387139106537,0.48607612373334785,0.8729516186554725,0.02210680809117381,7.0,authors,results_22_24,piotroski,archived-portfolio,,1.0,False,False,,False
authors__results__altman,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,altman,archived-portfolio,,,False,False,,False
authors__results__buffett,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,buffett,archived-portfolio,,,False,False,,False
authors__results__ensemble,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,ensemble,archived-portfolio,,,False,False,,False
authors__results__graham,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,graham,archived-portfolio,,,False,False,,False
authors__results__greenblatt,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,greenblatt,archived-portfolio,,,False,False,,False
authors__results__piotroski,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,piotroski,archived-portfolio,,,False,False,,False
jkp_proxy__guru_altman_distress_avoidance,jkp_primary_six,305,6,1999-08-31,2024-12-31,identified_ols,0.006238383422942453,0.07486060107530944,2.4707168418215,0.014043669013394367,0.6780042940580002,0.038553762160303734,7.0,jkp_proxy,jkp_1999_2024,altman,motif-proxy,,0.32300438730807046,True,False,,False
jkp_proxy__guru_buffett_quality_compounder,jkp_primary_six,305,6,1999-08-31,2024-12-31,identified_ols,0.006349627356411284,0.0761955282769354,3.340157188282707,0.0009438632863794739,0.35398626245729825,0.03263032992685359,7.0,jkp_proxy,jkp_1999_2024,buffett,motif-proxy,,0.022652718873107373,True,True,,False
jkp_proxy__guru_equal_weight_style_ensemble,jkp_primary_six,305,6,1999-08-31,2024-12-31,identified_ols,0.006212358808444427,0.07454830570133313,2.3568765053867526,0.01907620553509792,0.6855570175792404,0.03828560999085771,7.0,jkp_proxy,jkp_1999_2024,ensemble,motif-proxy,,0.4134588711287316,True,False,,False
jkp_proxy__guru_graham_deep_value_defensive,jkp_primary_six,305,6,1999-08-31,2024-12-31,identified_ols,0.004277667116554231,0.05133200539865078,1.8074072605912146,0.07170712769764796,0.7364352763439481,0.037758085215968525,7.0,jkp_proxy,jkp_1999_2024,graham,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_greenblatt_magic_formula,jkp_primary_six,305,6,1999-08-31,2024-12-31,identified_ols,0.0013999879213444743,0.01679985505613369,0.5645623122837896,0.5727962032693952,0.7931944733294902,0.0358708007747362,7.0,jkp_proxy,jkp_1999_2024,greenblatt,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_piotroski_fscore_proxy,jkp_primary_six,305,6,1999-08-31,2024-12-31,identified_ols,0.004676861112861987,0.05612233335434384,2.36252070342315,0.018793585051305982,0.3619419416932379,0.034927319738429365,7.0,jkp_proxy,jkp_1999_2024,piotroski,motif-proxy,,0.4134588711287316,True,False,,False
replay__results_22_24__archived-final__altman,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.007421990181395823,0.08906388217674988,1.7136367264073482,0.098495931846426,0.8867111004620133,0.02249616235356655,7.0,replay,results_22_24,altman,archived-final,,1.0,False,False,0.886463386617834,False
replay__results_22_24__archived-final__buffett,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.017853646940352977,0.21424376328423572,2.349533346305413,0.026668584589931283,0.7891245392421554,0.029320040507492262,7.0,replay,results_22_24,buffett,archived-final,,0.5333716917986256,True,False,0.3200230150791754,False
replay__results_22_24__archived-final__ensemble,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.007881488496318785,0.09457786195582543,1.998687793273107,0.0561985999200995,0.9089556406246722,0.01861714199265492,7.0,replay,results_22_24,ensemble,archived-final,,1.0,False,False,0.6181845991210945,False
replay__results_22_24__archived-final__graham,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.0052645176492215956,0.06317421179065914,1.181781173378647,0.24798901388771444,0.8780297880559125,0.023239901953965494,7.0,replay,results_22_24,graham,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__greenblatt,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.003323439994829725,0.039881279937956704,0.743327574858523,0.46394779997529234,0.851550420019231,0.022815082991030217,7.0,replay,results_22_24,greenblatt,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__piotroski,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.00500484863669141,0.060058183640296914,1.256203397919146,0.22021296896301285,0.8780085689580819,0.02240873952684756,7.0,replay,results_22_24,piotroski,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__altman,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.006574423008572502,0.07889307610287002,1.0179597087720094,0.3180766023575242,0.8844316524640623,0.021964723621059733,7.0,replay,results_22_24,altman,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__buffett,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.010683142472032985,0.1281977096643958,1.9166075288615845,0.06634138369083725,0.8008787631424438,0.02795591887808627,7.0,replay,results_22_24,buffett,tool-routing,,1.0,False,False,0.6634138369083725,False
replay__results_22_24__tool-routing__ensemble,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.005469926586266358,0.0656391190351963,1.1759025631869402,0.2502891785728347,0.896691168756269,0.019903748103953105,7.0,replay,results_22_24,ensemble,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__graham,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.0026084703031502236,0.03130164363780268,0.4935971026643433,0.625734656929753,0.8689261762449536,0.02443550474025238,7.0,replay,results_22_24,graham,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__greenblatt,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.0033711662205529185,0.04045399464663502,0.7566891771391285,0.45603866315152664,0.8776990257108437,0.021234246615602234,7.0,replay,results_22_24,greenblatt,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__piotroski,jkp_primary_six,33,6,2022-04-30,2024-12-31,identified_ols,0.003718623433615581,0.04462348120338697,0.8395196084078391,0.40883111041636766,0.8745897350990283,0.02258765942229703,7.0,replay,results_22_24,piotroski,tool-routing,,1.0,False,False,1.0,False
replay__results__archived-final__altman,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,altman,archived-final,,,False,False,,False
replay__results__archived-final__buffett,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,buffett,archived-final,,,False,False,,False
replay__results__archived-final__ensemble,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,ensemble,archived-final,,,False,False,,False
replay__results__archived-final__graham,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,graham,archived-final,,,False,False,,False
replay__results__archived-final__greenblatt,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,greenblatt,archived-final,,,False,False,,False
replay__results__archived-final__piotroski,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,piotroski,archived-final,,,False,False,,False
replay__results__tool-routing__altman,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,altman,tool-routing,,,False,False,,False
replay__results__tool-routing__buffett,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,buffett,tool-routing,,,False,False,,False
replay__results__tool-routing__ensemble,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,ensemble,tool-routing,,,False,False,,False
replay__results__tool-routing__graham,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,graham,tool-routing,,,False,False,,False
replay__results__tool-routing__greenblatt,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,greenblatt,tool-routing,,,False,False,,False
replay__results__tool-routing__piotroski,jkp_primary_six,12,6,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,replay,results,piotroski,tool-routing,,,False,False,,False
authors__results_22_24__altman,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.0037355410925947537,0.044826493111137046,0.7952650347134983,0.4325065687490449,0.8712210600773385,0.02406772265877684,2.0,authors,results_22_24,altman,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__buffett,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.011224975766033755,0.13469970919240506,2.445903545002583,0.020323045566615006,0.812617772689046,0.025987179310953998,2.0,authors,results_22_24,buffett,archived-portfolio,,0.5690452758652201,True,False,,False
authors__results_22_24__ensemble,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.0053999963375965,0.064799956051158,1.4029752955959427,0.17056106783883374,0.8922714810994775,0.020500883901340337,2.0,authors,results_22_24,ensemble,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__graham,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.005222132841719469,0.06266559410063363,0.9372155188261722,0.35589245184221363,0.8372499940251201,0.028822107354577905,2.0,authors,results_22_24,graham,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__greenblatt,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.003977350108627201,0.04772820130352641,0.9132000229359196,0.3681853450866296,0.8495503335050574,0.02334421019045273,2.0,authors,results_22_24,greenblatt,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__piotroski,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.002355289439491027,0.028263473273892323,0.6170047345119566,0.5417371654247878,0.8518866154449222,0.023869241915642322,2.0,authors,results_22_24,piotroski,archived-portfolio,,1.0,False,False,,False
authors__results__altman,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.013342201111183814,-0.16010641333420578,-4.237923069424313,0.0017220701800758245,0.8582112078142714,0.013351668756567117,2.0,authors,results,altman,archived-portfolio,,0.061994526482729684,True,False,,False
authors__results__buffett,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,0.001221149342125802,0.014653792105509624,0.27617220329156866,0.788039323984971,0.7288094021670322,0.019555863557159117,2.0,authors,results,buffett,archived-portfolio,,1.0,False,False,,False
authors__results__ensemble,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.008374847164383688,-0.10049816597260426,-6.100639048442473,0.00011559621556388717,0.9420993700859692,0.009150881239951003,2.0,authors,results,ensemble,archived-portfolio,,0.004623848622555487,True,True,,False
authors__results__graham,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.006313812342373428,-0.07576574810848113,-2.7027242410341406,0.02220926346002079,0.9004806473788906,0.015364086772017527,2.0,authors,results,graham,archived-portfolio,,0.5996501134205613,True,False,,False
authors__results__greenblatt,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.011660359274307953,-0.13992431129169544,-1.7907356570844204,0.10360298882735694,0.6823475803697565,0.018358896090339968,2.0,authors,results,greenblatt,archived-portfolio,,1.0,False,False,,False
authors__results__piotroski,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.012498612479516759,-0.1499833497542011,-2.5175497957417736,0.030515216355541577,0.705440356596956,0.030314199219589433,2.0,authors,results,piotroski,archived-portfolio,,0.793395625244081,True,False,,False
jkp_proxy__guru_altman_distress_avoidance,jkp_top1000_capm,305,1,1999-08-31,2024-12-31,identified_ols,0.012323408484295379,0.14788090181154456,3.7609834393998374,0.00020311437785888246,0.38752689544332397,0.05317227411708586,2.0,jkp_proxy,jkp_1999_2024,altman,motif-proxy,,0.007921460736496416,True,True,,False
jkp_proxy__guru_buffett_quality_compounder,jkp_top1000_capm,305,1,1999-08-31,2024-12-31,identified_ols,0.009272515522949215,0.11127018627539059,3.954647254933328,9.548409842052048e-05,0.07627412342018713,0.039018641370192605,2.0,jkp_proxy,jkp_1999_2024,buffett,motif-proxy,,0.00391484803524134,True,True,,False
jkp_proxy__guru_equal_weight_style_ensemble,jkp_top1000_capm,305,1,1999-08-31,2024-12-31,identified_ols,0.012743642716359038,0.15292371259630844,3.2498062348853796,0.0012847686937391405,0.2793142773416205,0.05796122781933175,2.0,jkp_proxy,jkp_1999_2024,ensemble,motif-proxy,,0.0475364416683482,True,True,,False
jkp_proxy__guru_graham_deep_value_defensive,jkp_top1000_capm,305,1,1999-08-31,2024-12-31,identified_ols,0.010674731242932325,0.1280967749151879,3.0677671266225435,0.002351414697568246,0.382390407794878,0.05779940095229885,2.0,jkp_proxy,jkp_1999_2024,graham,motif-proxy,,0.0822995144148886,True,False,,False
jkp_proxy__guru_greenblatt_magic_formula,jkp_top1000_capm,305,1,1999-08-31,2024-12-31,identified_ols,0.006320056724025434,0.07584068068830521,1.1616137582781514,0.24630661934443615,0.045165131812964,0.07707688178633314,2.0,jkp_proxy,jkp_1999_2024,greenblatt,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_piotroski_fscore_proxy,jkp_top1000_capm,305,1,1999-08-31,2024-12-31,identified_ols,0.007320770923409211,0.08784925108091053,2.9069890153496614,0.003918549752522767,0.0692329391766382,0.042184767874915166,2.0,jkp_proxy,jkp_1999_2024,piotroski,motif-proxy,,0.13323069158577405,True,False,,False
replay__results_22_24__archived-final__altman,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.005757790557443642,0.0690934866893237,1.315389698750318,0.19802547530779596,0.8707551250051222,0.024028210279352383,2.0,replay,results_22_24,altman,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__buffett,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.017787219888784202,0.21344663866541042,2.7962688594423297,0.008798587640182981,0.750916556128335,0.03186573752498998,2.0,replay,results_22_24,buffett,archived-final,,0.2903533921260384,True,False,0.1935689280840256,False
replay__results_22_24__archived-final__ensemble,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.007615181639208732,0.09138217967050478,2.1184639903324602,0.04225287502954791,0.893420873374783,0.020142926473104898,2.0,replay,results_22_24,ensemble,archived-final,,0.9718161256796018,True,False,0.6337931254432186,False
replay__results_22_24__archived-final__graham,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.0053573160374453315,0.06428779244934398,1.265054094961641,0.21527911158839683,0.8345532078219478,0.027066779053635526,2.0,replay,results_22_24,graham,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__greenblatt,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.0038317534550210332,0.0459810414602524,0.8611272013558577,0.3957798789632093,0.8345621174300305,0.024085188397556384,2.0,replay,results_22_24,greenblatt,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__piotroski,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.004788719953096368,0.05746463943715641,1.4056062434747705,0.1697848095636068,0.8405856329250154,0.025616305569077777,2.0,replay,results_22_24,piotroski,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__altman,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.005650336893566394,0.06780404272279673,0.9526258605874339,0.34814892689066845,0.8625686943963059,0.023952405056937204,2.0,replay,results_22_24,altman,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__buffett,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.011665652379893279,0.13998782855871933,2.7004331368367924,0.01111878181682093,0.7714103798968943,0.0299532005209824,2.0,replay,results_22_24,buffett,tool-routing,,0.34468223632144884,True,False,0.2223756363364186,False
replay__results_22_24__tool-routing__ensemble,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.005439525473894042,0.0652743056867285,1.3360429347769889,0.191260866548738,0.8890006141394926,0.02063129222630356,2.0,replay,results_22_24,ensemble,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__graham,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.0029732138379256687,0.035678566055108024,0.6167350491924513,0.5419127630552325,0.8491588632058957,0.026213392362755942,2.0,replay,results_22_24,graham,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__greenblatt,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.0033009386185089674,0.03961126342210761,0.6799867441264394,0.501559724592817,0.8332567545432319,0.024793967278221602,2.0,replay,results_22_24,greenblatt,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__piotroski,jkp_top1000_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.0031813657658761145,0.038176389190513374,0.7718898981879792,0.4460243795791141,0.8539304159265333,0.024377242887070487,2.0,replay,results_22_24,piotroski,tool-routing,,1.0,False,False,1.0,False
replay__results__archived-final__altman,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.011945582888871924,-0.14334699466646308,-2.3851191826310822,0.03827634935512824,0.8214946823389616,0.01959186819875738,2.0,replay,results,altman,archived-final,,0.9186323845230777,True,False,0.6124215896820518,False
replay__results__archived-final__buffett,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.00450701287704953,-0.054084154524594356,-1.2166782280706523,0.251662624036526,0.8868581239461913,0.015694393743413557,2.0,replay,results,buffett,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__ensemble,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.008757081084149146,-0.10508497300978975,-2.947263779284082,0.014602868156905344,0.8998182463811604,0.013348423639009127,2.0,replay,results,ensemble,archived-final,,0.43808604470716034,True,False,0.27745449498120156,False
replay__results__archived-final__graham,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.0045502742013258934,-0.05460329041591072,-0.5008286045538026,0.6273307850640639,0.6733530658941417,0.030589440700548712,2.0,replay,results,graham,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__greenblatt,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.012003879523849632,-0.1440465542861956,-2.4643215215272427,0.033428260057618946,0.796189435795305,0.014533888040810307,2.0,replay,results,greenblatt,archived-final,,0.8357065014404736,True,False,0.568280420979522,False
replay__results__archived-final__piotroski,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.011423800625038309,-0.1370856075004597,-3.1367079292763984,0.010569188949252939,0.7290514033430936,0.025388312543784285,2.0,replay,results,piotroski,archived-final,,0.33821404637609404,True,False,0.2219529679343117,False
replay__results__tool-routing__altman,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.01491750324838357,-0.17901003898060283,-8.205505348911027,9.42275791536989e-06,0.9136594331933742,0.011760460621435058,2.0,replay,results,altman,tool-routing,,0.0003957558324455354,True,True,0.00022614618996887737,True
replay__results__tool-routing__buffett,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,0.003798516122605379,0.04558219347126455,1.3044404369281617,0.22130577116909145,0.7143316765822607,0.021721819840390996,2.0,replay,results,buffett,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__ensemble,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.00719317394698706,-0.08631808736384472,-5.126215046680306,0.00044662914170653565,0.8871815443274462,0.013350742717685703,2.0,replay,results,ensemble,tool-routing,,0.016971907384848356,True,True,0.01027247025925032,True
replay__results__tool-routing__graham,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.009863038107176265,-0.11835645728611519,-1.739487754511854,0.11257772066656554,0.6741513591201334,0.02788772282149863,2.0,replay,results,graham,tool-routing,,1.0,False,False,1.0,False
