formation_month,forecast_reflection_start,forecast_reflection_end,forecast_reflection_months,agent_mean_rankic__news_sentiment,agent_reliability__news_sentiment,agent_mean_rankic__financial_report,agent_reliability__financial_report,agent_mean_rankic__technical,agent_reliability__technical,style_reflection_start,style_reflection_end,style_reflection_months,selected_style,risk_intercept_quantile,risk_intercept_count,finite_scores,style_mean_rankic__aggressive,style_mean_rankic__balanced,style_mean_rankic__conservative
2007-11-30,2002-11-30,2007-10-31,60,0.003895062491689018,0.3252537139684019,-0.0010286047873720831,0.29475137092673265,0.01167267925114466,0.3799949151048654,2006-03-31,2007-10-31,20,balanced,0.8,61,826,0.006831851075266742,0.015468009190983959,0.014570208643470866
2007-12-31,2002-12-31,2007-11-30,60,0.011238605918346606,0.3591130751417508,-0.0011075579009772667,0.28053935974014893,0.011410191564424037,0.3603475651181003,2006-04-30,2007-11-30,20,conservative,0.6,117,834,0.016884199701698938,0.027026040920829046,0.02784707616055123
2008-01-31,2003-01-31,2007-12-31,60,0.006549209932929742,0.3486213973153213,0.00032987081247372123,0.30784602203274203,0.005813982148546721,0.34353258065193665,2006-05-31,2007-12-31,20,balanced,0.8,57,838,0.013717910274032939,0.02082713356403812,0.020577158097111217
2008-02-29,2003-02-28,2008-01-31,60,0.00530289421516752,0.3385020232039817,0.000212373570349871,0.3057352882264611,0.007789585921514917,0.35576268856955723,2006-06-30,2008-01-31,20,conservative,0.6,112,839,0.015737708076503713,0.022837085639693878,0.024301462830297348
2008-03-31,2003-03-31,2008-02-29,60,0.004395347185124756,0.33518271520300547,-0.001677802042234249,0.296845801499365,0.00906182930874533,0.36797148329762946,2006-07-31,2008-02-29,20,balanced,0.8,55,835,0.021638468062872684,0.02529163343404776,0.024555148332829436
2008-04-30,2003-04-30,2008-03-31,60,0.005073797576453445,0.32440912777798797,-0.0009512076942015262,0.2875812283860552,0.014025034341431325,0.38800964383595676,2006-08-31,2008-03-31,20,balanced,0.8,59,843,0.027408498142219295,0.027726744202769205,0.023773686173871572
2008-05-31,2003-05-31,2008-04-30,60,0.006492303355664286,0.30700812131803046,0.003646496345936926,0.2900223708442078,0.020091638111091506,0.4029695078377618,2006-09-30,2008-04-30,20,aggressive,1.0,0,845,0.037871698234324874,0.03766704866743214,0.031001824688245964
2008-06-30,2003-06-30,2008-05-31,60,0.010269478335347049,0.2980833424296867,0.004117982024235914,0.26357638016189283,0.029550597226722517,0.4383402774084204,2006-10-31,2008-05-31,20,balanced,0.8,45,846,0.05972492788476501,0.06139248057689576,0.05444548267327094
2008-07-31,2003-07-31,2008-06-30,60,0.006999272802551391,0.28768135222543406,0.003423787875904679,0.2678276705072561,0.028753088023280447,0.44449097726730985,2006-11-30,2008-06-30,20,balanced,0.8,29,843,0.05460203504015511,0.060253002213482176,0.0573825734655682
2008-08-31,2003-08-31,2008-07-31,60,0.0023611105936004787,0.2758631844167637,0.0034128531742619256,0.28172738564413385,0.025977647154437823,0.4424094299391025,2006-12-31,2008-07-31,20,balanced,0.8,34,849,0.051508591076518485,0.056316277323683696,0.05559657432639735
2008-09-30,2003-09-30,2008-08-31,60,0.002281077940012836,0.261475062579528,0.004658437485320504,0.274207770869831,0.030992525507052487,0.46431716655064104,2007-01-31,2008-08-31,20,conservative,0.6,61,840,0.05557892709638677,0.0659618471127119,0.06819415942375548
2008-10-31,2003-10-31,2008-09-30,60,0.003267988535082607,0.252504468579473,0.005709726697116975,0.2651415168101581,0.035630456970188955,0.48235401461036903,2007-02-28,2008-09-30,20,conservative,0.6,58,840,0.07721572031292237,0.09029144868272511,0.09419198789771127
2008-11-30,2003-11-30,2008-10-31,60,0.002586924338480569,0.24260901187164774,0.0039398099382040004,0.24926307251115895,0.03955102810941406,0.5081279156171933,2007-03-31,2008-10-31,20,conservative,0.6,45,840,0.07554585137808174,0.09069458643935664,0.09669511661365625
2008-12-31,2003-12-31,2008-11-30,60,0.003285362310217092,0.23559691623484955,0.007550170864257027,0.2565743622206624,0.04168645559556345,0.5078287215444881,2007-04-30,2008-11-30,20,conservative,0.6,47,841,0.06994330367250043,0.08618259789408803,0.0940758000310397
2009-01-31,2004-01-31,2008-12-31,60,0.0035085121743704604,0.23287529241752952,0.008571623919892555,0.25769206344091816,0.04264824014435468,0.5094326441415524,2007-05-31,2008-12-31,20,conservative,0.6,32,861,0.07247983574853452,0.0913442110706433,0.10141793801358254
2009-02-28,2004-02-29,2009-01-31,60,0.0064238637782420395,0.23471386033180122,0.010610756418270254,0.2552146636948443,0.045233049189599965,0.5100714759733544,2007-06-30,2009-01-31,20,conservative,0.6,38,871,0.07695667724961922,0.09534617493690536,0.1064204676831565
2009-03-31,2004-03-31,2009-02-28,60,0.005846419663484695,0.24912664769156181,0.009476771863178144,0.26788785365435736,0.038947681527750015,0.4829854986540809,2007-07-31,2009-02-28,20,conservative,0.6,47,868,0.0594402136333503,0.0757512438647078,0.08671300892020256
2009-04-30,2004-04-30,2009-03-31,60,0.009734373188205322,0.2890265413029639,0.007955744270958026,0.2789258410967923,0.029835237477308645,0.4320476176002438,2007-08-31,2009-03-31,20,conservative,0.6,73,873,0.0335195647749424,0.044306362159566175,0.05382037991175771
2009-05-31,2004-05-31,2009-04-30,60,0.011417082053474976,0.30364641233708317,0.007462772035983334,0.2805572227408614,0.027133668346795314,0.41579636492205535,2007-09-30,2009-04-30,20,conservative,0.6,77,879,0.01694960567385164,0.02761473938216047,0.038441377577412075
2009-06-30,2004-06-30,2009-05-31,60,0.008389733924364493,0.2909057386467712,0.006884112610186714,0.282276437678558,0.02755763328543622,0.42681782367467086,2007-10-31,2009-05-31,20,conservative,0.6,61,880,0.013178802162907122,0.02732338362612117,0.04138872640990871
2009-07-31,2004-07-31,2009-06-30,60,0.008541745591156042,0.3081337943106267,0.006134097365018837,0.29364780916528244,0.02136507079149176,0.39821839652409075,2007-11-30,2009-06-30,20,conservative,0.6,92,881,-0.003813418581775252,0.005002339465925823,0.016845242841732007
2009-08-31,2004-08-31,2009-07-31,60,0.012026768950392612,0.33512113235815477,0.005106030306064487,0.2918025230949289,0.01739131995906813,0.3730763445469163,2007-12-31,2009-07-31,20,conservative,0.6,96,881,-0.01956408223685588,-0.012398677348151239,-0.0015291421998235286
2009-09-30,2004-09-30,2009-08-31,60,0.009378428318843985,0.3275458615250206,0.006447904515763993,0.30890000138265533,0.01459343523262858,0.3635541370923241,2008-01-31,2009-08-31,20,conservative,0.6,115,883,-0.013179127727912293,-0.009844483059838713,-0.0020496785417280215
2009-10-31,2004-10-31,2009-09-30,60,0.005568544745208536,0.30107581552927987,0.008960343396992723,0.32220825298816236,0.016775009453452387,0.3767159314825578,2008-02-29,2009-09-30,20,conservative,0.6,95,882,-0.021178384567341318,-0.015523305120774728,-0.004151963446420574
2009-11-30,2004-11-30,2009-10-31,60,0.004562157560608749,0.28994277062326207,0.010192540067003151,0.32450184148146843,0.01881222255677569,0.3855553878952696,2008-03-31,2009-10-31,20,conservative,0.6,106,880,-0.024649535143691274,-0.020137913760894022,-0.009906432373900943
2009-12-31,2004-12-31,2009-11-30,60,0.00512921710383416,0.291600971331772,0.009064980103228669,0.3154819883595989,0.020039825356482025,0.39291704030862906,2008-04-30,2009-11-30,20,conservative,0.6,123,875,-0.028562598322901905,-0.022964421321830263,-0.012267199652353936
2010-01-31,2005-01-31,2009-12-31,60,0.0056890521239036,0.30915235691684506,0.008639210417222693,0.32794220405340946,0.013704456221471014,0.3629054390297454,2008-05-31,2009-12-31,20,conservative,0.6,92,872,-0.04360446952890029,-0.03350234458982386,-0.017413335100918116
2010-02-28,2005-02-28,2010-01-31,60,0.0025031782131522563,0.30274266338925315,0.008313123572876982,0.3400463922522756,0.010775345159453878,0.3572109443584711,2008-06-30,2010-01-31,20,conservative,0.6,109,870,-0.06221556291356952,-0.055125937889451845,-0.03888326304197969
2010-03-31,2005-03-31,2010-02-28,60,0.005910753569181286,0.32450358786776035,0.0065865697378535695,0.3289194592418339,0.009201167946679438,0.34657695289040574,2008-07-31,2010-02-28,20,conservative,0.6,116,871,-0.05434023782893009,-0.052358698529506864,-0.041271190300005055
2010-04-30,2005-04-30,2010-03-31,60,0.008908027178877112,0.33997343937533825,0.006626041346382924,0.32480590171411994,0.008204102340329738,0.33522065891054187,2008-08-31,2010-03-31,20,conservative,0.6,124,873,-0.04624051703418079,-0.047025196731398676,-0.04041064873482736
2010-05-31,2005-05-31,2010-04-30,60,0.006855844761525228,0.31949416480591614,0.009198496048283001,0.3348196524168644,0.0107954631200911,0.34568618277721946,2008-09-30,2010-04-30,20,conservative,0.6,97,872,-0.046668069392999875,-0.048062420621240894,-0.03981483453983821
2010-06-30,2005-06-30,2010-05-31,60,0.0034534329106348377,0.29428928399209814,0.013191252238952313,0.3575658815784426,0.011856199978401764,0.34814483442945926,2008-10-31,2010-05-31,20,conservative,0.6,78,875,-0.05766212119048456,-0.056140431400452974,-0.04535968118292827
2010-07-31,2005-07-31,2010-06-30,60,-0.000697655664675712,0.2884364763777329,0.009702043500098491,0.3551246516080127,0.009886738451002844,0.3564388720142544,2008-11-30,2010-06-30,20,conservative,0.6,115,877,-0.0741937139729326,-0.07729265532441804,-0.06865794621591793
2010-08-31,2005-08-31,2010-07-31,60,-0.0034118752264190293,0.2734625483221126,0.01093965893779159,0.3643793010452767,0.010633940722244052,0.3621581506326107,2008-12-31,2010-07-31,20,conservative,0.6,108,880,-0.06737636711109972,-0.06672684415415227,-0.05559302398952122
2010-09-30,2005-09-30,2010-08-31,60,-0.003379697900275561,0.28162796579465066,0.0150791549584364,0.40738716021108246,0.0015781693306638033,0.31098487399426694,2009-01-31,2010-08-31,20,conservative,0.6,125,880,-0.06762439854382266,-0.07316156391303887,-0.06484430635249219
2010-10-31,2005-10-31,2010-09-30,60,-0.001434498800311408,0.28522096788314166,0.014323723130936107,0.3908909592093112,0.004922191017476324,0.3238880729075471,2009-02-28,2010-09-30,20,aggressive,1.0,0,883,-0.07342842441557201,-0.08013419213197367,-0.07411296986933766
2010-11-30,2005-11-30,2010-10-31,60,0.0020000690928766774,0.29554054732243745,0.014995203967089754,0.3832581338571763,0.006163171321207693,0.3212013188203862,2009-03-31,2010-10-31,20,aggressive,1.0,0,878,-0.054237367498953214,-0.06263969986380483,-0.0593813258389803
2010-12-31,2005-12-31,2010-11-30,60,0.0026524706395764505,0.3104698363989425,0.013409573241792438,0.38499440566653687,0.0016875586642881404,0.30453575793452065,2009-04-30,2010-11-30,20,aggressive,1.0,0,880,-0.04103981397466519,-0.04815078177948969,-0.045982504081227615
2011-01-31,2006-01-31,2010-12-31,60,0.0010849405267637131,0.31385060742566173,0.011167913582207482,0.38397466017076987,-0.0008106427725094505,0.30217473240356835,2009-05-31,2010-12-31,20,aggressive,1.0,0,876,-0.03294388412221137,-0.04087970242556,-0.04016290162565518
2011-02-28,2006-02-28,2011-01-31,60,0.005174208777468732,0.32265480253810186,0.012513748453719588,0.37367028678927144,0.002142945152108125,0.30367491067262675,2009-06-30,2011-01-31,20,aggressive,1.0,0,877,-0.03223371937416507,-0.045117546323234545,-0.047727273736841005
2011-03-31,2006-03-31,2011-02-28,60,0.003923861026396905,0.3199875932163614,0.010895427399385708,0.3678640907364516,0.002683672174340263,0.31214831604718707,2009-07-31,2011-02-28,20,aggressive,1.0,0,880,-0.01741925275589649,-0.028792740815818046,-0.03151452722682523
2011-04-30,2006-04-30,2011-03-31,60,0.002628288695087946,0.30788908984194996,0.013473214374680817,0.38246537787060564,0.002912717635438635,0.30964553228744435,2009-08-31,2011-03-31,20,aggressive,1.0,0,888,-0.010313569262926672,-0.01930135335943839,-0.019493804917135413
2011-05-31,2006-05-31,2011-04-30,60,0.0044697457328420715,0.30853846379680294,0.015500244092307368,0.38469718133614406,0.00418141390787732,0.30676435486705295,2009-09-30,2011-04-30,20,aggressive,1.0,0,885,-0.0066406612413490345,-0.010106079661580952,-0.006932234876926141
2011-06-30,2006-06-30,2011-05-31,60,0.002713227662932585,0.29585708909233616,0.016831619446565256,0.3923853396589901,0.00533069465960184,0.3117575712486737,2009-10-31,2011-05-31,20,aggressive,1.0,0,878,0.00148819495901375,-0.00378872231236914,-0.004141193492930274
2011-07-31,2006-07-31,2011-06-30,60,0.005454865649483434,0.30394119553418447,0.0175921642434358,0.38744744695366873,0.00621729043169061,0.30861135751214686,2009-11-30,2011-06-30,20,aggressive,1.0,0,880,0.005294760184098528,0.0007681964411874097,0.00036149350634022344
2011-08-31,2006-08-31,2011-07-31,60,0.005565697675837366,0.28730323615326625,0.018563424266338533,0.37259526934597187,0.014000990493767875,0.3401014945007618,2009-12-31,2011-07-31,20,conservative,0.6,98,886,0.014381340193054998,0.017266879126823658,0.022241669192886813
2011-09-30,2006-09-30,2011-08-31,60,0.007301417009690044,0.2758467423318924,0.018641485171144178,0.3460719818032562,0.02306460490655988,0.3780812758648514,2010-01-31,2011-08-31,20,conservative,0.6,74,876,0.03583158187392347,0.040538099039981956,0.04432649556643857
2011-10-31,2006-10-31,2011-09-30,60,0.005820646680313928,0.280555878782115,0.020316020677355582,0.3749079002258017,0.01609196214133045,0.34453622099208325,2010-02-28,2011-09-30,20,conservative,0.6,109,875,0.02057352195316272,0.023164611005350756,0.027520188434601696
2011-11-30,2006-11-30,2011-10-31,60,0.0027405733545370434,0.25865399850114384,0.020158917053347894,0.36644854997980447,0.021298636879924056,0.37489745151905174,2010-03-31,2011-10-31,20,conservative,0.6,87,872,0.02280570192701326,0.029537167254999448,0.03631710795970554
2011-12-31,2006-12-31,2011-11-30,60,0.0034624002909698815,0.2563262598458909,0.022124280613591358,0.37229579718526123,0.022000858925704893,0.37137794296884774,2010-04-30,2011-11-30,20,conservative,0.6,83,864,0.02617206356439534,0.038528809184355625,0.048491661969193245
2012-01-31,2007-01-31,2011-12-31,60,0.0029885006147048923,0.2654641631581059,0.02206972908882765,0.38881529949503274,0.0161960456289028,0.34572053734686137,2010-05-31,2011-12-31,20,conservative,0.6,111,868,0.011092684641640971,0.016536106783853963,0.022263952829921642
2012-02-29,2007-02-28,2012-01-31,60,0.005991045645733291,0.27729848340432317,0.023703381895476768,0.3951799411753265,0.014314018075537248,0.32752157542035026,2010-06-30,2012-01-31,20,aggressive,1.0,0,868,0.00548861553772629,0.0027964084261238387,0.002682933643283101
2012-03-31,2007-03-31,2012-02-29,60,0.003557017850045527,0.26645791038951866,0.024963303264013758,0.4088474095573995,0.013440467769990415,0.32469468005308183,2010-07-31,2012-02-29,20,conservative,0.6,109,860,0.021639133623218603,0.02280902634048453,0.025597152101248737
2012-04-30,2007-04-30,2012-03-31,60,0.002663214444139929,0.25744074649030874,0.023772401103728198,0.3926714731541523,0.01800435907458202,0.3498877803555389,2010-08-31,2012-03-31,20,aggressive,1.0,0,857,0.025082065949329026,0.02444488307002475,0.024182585645350176
2012-05-31,2007-05-31,2012-04-30,60,0.0016375421896102492,0.23983202613061647,0.024423173280338162,0.3782863350509627,0.024896138559003897,0.3818816388184208,2010-09-30,2012-04-30,20,conservative,0.6,92,856,0.03543437469029803,0.04439274560926691,0.048028822464621854
2012-06-30,2007-06-30,2012-05-31,60,0.000615871095777582,0.24178197573012514,0.02225635168749296,0.37272690942404124,0.02393995864602609,0.3854911148458336,2010-10-31,2012-05-31,20,conservative,0.6,84,861,0.03260533415946711,0.04523107561733191,0.0510796475915289
2012-07-31,2007-07-31,2012-06-30,60,-0.0016025485020387995,0.24042964778782755,0.021489901243878628,0.3815632068736813,0.021021730322533884,0.37800714533849117,2010-11-30,2012-06-30,20,conservative,0.6,91,856,0.02293506915308325,0.039040779249289656,0.046974300312497955
2012-08-31,2007-08-31,2012-07-31,60,-0.0015844490788608535,0.2490783392018832,0.022344487325321245,0.40195743114423005,0.015275648964582245,0.3489642296538868,2010-12-31,2012-07-31,20,conservative,0.6,108,855,0.026662307147327098,0.04146423771523851,0.049627076623030925
2012-09-30,2007-09-30,2012-08-31,60,-0.002313929904167874,0.251565838445009,0.02228713253028676,0.41146583331188286,0.012300280400794181,0.33696832824310813,2011-01-31,2012-08-31,20,conservative,0.6,93,858,0.029715677627884223,0.04555612013430453,0.053714496671777925
2012-10-31,2007-10-31,2012-09-30,60,-0.006593797716322575,0.24527784151607454,0.020595033943515206,0.42249104368772994,0.008578164315267768,0.33223111479619544,2011-02-28,2012-09-30,20,conservative,0.6,87,854,0.019951865996795694,0.038094282419761163,0.04767011684122176
2012-11-30,2007-11-30,2012-10-31,60,-0.006831528591646721,0.25013102429200207,0.022188651105324593,0.4469239615162542,0.0027467934077422705,0.30294501419174374,2011-03-31,2012-10-31,20,conservative,0.6,98,861,0.017763514700958837,0.03516797863112375,0.045741976094871864
2012-12-31,2007-12-31,2012-11-30,60,-0.008187700335626762,0.2634140927347548,0.019433377175388636,0.45767020177432866,-0.005328584622295603,0.2789157054909165,2011-04-30,2012-11-30,20,conservative,0.6,121,861,0.007257968357529831,0.020158998292651588,0.027354801734171586
2013-01-31,2008-01-31,2012-12-31,60,-0.002931093154382126,0.2807773414579607,0.01757222986381961,0.4231084107701557,-0.0002719243555833686,0.29611424777188367,2011-05-31,2012-12-31,20,conservative,0.6,124,864,0.006701584683418356,0.014710243573289827,0.017133267440721307
2013-02-28,2008-02-29,2013-01-31,60,-0.0021730410509660934,0.2912369564422145,0.015334015905524334,0.4133432486278805,-0.0014600330850476685,0.29541979492990506,2011-06-30,2013-01-31,20,conservative,0.6,100,857,0.0017090724319670687,0.011158494769029591,0.014075598551344312
2013-03-31,2008-03-31,2013-02-28,60,-0.0003105442392715811,0.30673153629566563,0.01226754800891074,0.39446670366505265,-0.001620171579467497,0.29880176003928166,2011-07-31,2013-02-28,20,conservative,0.6,101,860,-0.0025648222891046474,0.007355410701073177,0.00966039309537569
2013-04-30,2008-04-30,2013-03-31,60,0.000635405574686216,0.31024774975644626,0.01226072916004613,0.39145777012893823,-0.0013290936345433184,0.29829448011461557,2011-08-31,2013-03-31,20,balanced,0.8,41,856,-0.0052174726291130576,0.0009694075167723994,3.713759385002846e-05
2013-05-31,2008-05-31,2013-04-30,60,-0.0019916874423905034,0.31093217653846117,0.011658615395832163,0.4085363372786453,-0.007136129325213692,0.2805314861828935,2011-09-30,2013-04-30,20,aggressive,1.0,0,856,-0.025847156153298922,-0.02772979240636294,-0.03210692840032901
2013-06-30,2008-06-30,2013-05-31,60,-0.0066622836307679905,0.31086357155628025,0.008869987542047382,0.4241128445890298,-0.014639049708775501,0.2650235838546898,2011-10-31,2013-05-31,20,balanced,0.8,56,855,-0.015506209925693463,-0.010587062370589758,-0.012052408080395243
2013-07-31,2008-07-31,2013-06-30,60,-0.003925956820975775,0.3193578695128932,0.008612305632836522,0.4103775423798591,-0.01227150116490788,0.2702645881072477,2011-11-30,2013-06-30,20,balanced,0.8,69,851,-0.01756364225343504,-0.015745462421368973,-0.018374622203713203
2013-08-31,2008-08-31,2013-07-31,60,-0.0025710089687890295,0.3195307907496829,0.00853430145513342,0.39899937454254303,-0.008912426875271471,0.28146983470777404,2011-12-31,2013-07-31,20,aggressive,1.0,0,850,-0.018749664339706575,-0.02228879540835482,-0.025829434744664342
2013-09-30,2008-09-30,2013-08-31,60,0.00015689147833487216,0.3365093999878279,0.007477122451802325,0.3895649886032522,-0.010131583769675484,0.2739256114089199,2012-01-31,2013-08-31,20,aggressive,1.0,0,847,-0.004319102850264263,-0.007783842177876914,-0.01400721897520342
2013-10-31,2008-10-31,2013-09-30,60,-0.0008028301935888753,0.34378740513005285,0.006822813488084981,0.40042894363056886,-0.015587404351590717,0.25578365123937824,2012-02-29,2013-09-30,20,balanced,0.8,60,852,-0.001882726277970968,-0.00146165494522104,-0.00576423717863888
2013-11-30,2008-11-30,2013-10-31,60,-0.00013395279619680232,0.351554134392369,0.007995785469635018,0.41362446564583155,-0.020310876996621825,0.23482139996179952,2012-03-31,2013-10-31,20,aggressive,1.0,0,849,-0.00776837220282132,-0.010225520546218997,-0.016613991677423726
2013-12-31,2008-12-31,2013-11-30,60,0.0007612771412251015,0.3571292631077504,0.0064931079478737445,0.4005082693701969,-0.018621892485114998,0.24236246752205268,2012-04-30,2013-11-30,20,aggressive,1.0,0,840,-0.01489297212987406,-0.021196718739451295,-0.029099718268422135
2014-01-31,2009-01-31,2013-12-31,60,0.0010517507802782701,0.3648507292559085,0.004470280047679407,0.39066831249864514,-0.01896579339457536,0.2444809582454464,2012-05-31,2013-12-31,20,aggressive,1.0,0,832,-0.027141030668792844,-0.03737316619879498,-0.04742462761507235
2014-02-28,2009-02-28,2014-01-31,60,0.0012268654960726371,0.3759557913148504,0.0018095795764192014,0.38036291703867936,-0.020453653027402572,0.24368129164647026,2012-06-30,2014-01-31,20,aggressive,1.0,0,834,-0.02570943646054536,-0.039637944709297664,-0.05159757064981278
2014-03-31,2009-03-31,2014-02-28,60,-0.0007944383068830672,0.3629491869045997,0.0018751658115942922,0.38285446340538787,-0.018602230548251598,0.25419634969001237,2012-07-31,2014-02-28,20,aggressive,1.0,0,836,-0.03081847611756952,-0.043229471373351334,-0.053482661477922556
2014-04-30,2009-04-30,2014-03-31,60,-0.002406488513611834,0.34198119671614097,0.0006431383456537364,0.3634887300028684,-0.00987522055895231,0.2945300732809906,2012-08-31,2014-03-31,20,aggressive,1.0,0,845,-0.029758141096679413,-0.03612807668510688,-0.044552572107848756
2014-05-31,2009-05-31,2014-04-30,60,-0.0034169582758814382,0.3248599540493945,0.0006179431218498986,0.35216232039703527,-0.0037074992325594187,0.3229777255535702,2012-09-30,2014-04-30,20,aggressive,1.0,0,840,-0.03003907116221094,-0.036877902940020905,-0.04493352572606357
2014-06-30,2009-06-30,2014-05-31,60,0.0007437930530650755,0.3581008010215775,-0.002075121006564329,0.33847026080565196,-0.007539560541654616,0.3034289381727705,2012-10-31,2014-05-31,20,aggressive,1.0,0,841,-0.0249861920950386,-0.035201094977735436,-0.04653376978698316
2014-07-31,2009-07-31,2014-06-30,60,0.0008381479451855527,0.347177483928373,0.0006216987501418587,0.34567780657127695,-0.005287708418165418,0.30714470950035005,2012-11-30,2014-06-30,20,aggressive,1.0,0,838,-0.029994578502186675,-0.03809884494034794,-0.04687429298617853
2014-08-31,2009-08-31,2014-07-31,60,-0.0007232304155204857,0.33496653807268284,0.0021513873732063723,0.35478891119199846,-0.004556719448719891,0.31024455073531876,2012-12-31,2014-07-31,20,aggressive,1.0,0,839,-0.024832079558051657,-0.02953879455639275,-0.036006313984616796
2014-09-30,2009-09-30,2014-08-31,60,-0.0023331835758807454,0.317082534652685,0.002025186115094445,0.3459621913351019,0.0007062215146410526,0.33695527401221315,2013-01-31,2014-08-31,20,balanced,0.8,52,834,-0.018143907647915757,-0.01746409751051243,-0.01851318127802818
2014-10-31,2009-10-31,2014-09-30,60,0.0005412048591541468,0.33814448196515234,-0.001473472682161589,0.3247902907262318,0.00038136480341491096,0.3370652273086159,2013-02-28,2014-09-30,20,conservative,0.6,92,839,-0.020716716702343107,-0.019271779059422435,-0.018497727326272466
2014-11-30,2009-11-30,2014-10-31,60,0.0025281866835902265,0.33747658107500705,0.0011330129250327287,0.32818997845786485,0.0020603217454000762,0.3343334404671281,2013-03-31,2014-10-31,20,conservative,0.6,104,841,-0.010463293403356303,-0.009856806156831599,-0.007363261352945634
2014-12-31,2009-12-31,2014-11-30,60,0.0022379737398452036,0.3256318177093231,0.0018526027981297535,0.32313168406955795,0.006022595294318486,0.3512364982211189,2013-04-30,2014-11-30,20,conservative,0.6,87,838,-0.009469127915677616,-0.010097276044935256,-0.008431740580558619
2015-01-31,2010-01-31,2014-12-31,60,0.003244662276086292,0.312102349700055,0.002297304219083892,0.30624456561939356,0.013303705414683122,0.3816530846805515,2013-05-31,2014-12-31,20,conservative,0.6,73,835,0.004247276046786274,0.009478156305990939,0.013522157024753772
2015-02-28,2010-02-28,2015-01-31,60,0.0019744920508964533,0.3213184177763483,0.0014563650720008426,0.31800593546133143,0.007751816144563378,0.36067564676232033,2013-06-30,2015-01-31,20,conservative,0.6,95,839,-0.002749723160697888,-0.0022489390938140396,-0.00020113697621313987
2015-03-31,2010-03-31,2015-02-28,60,0.0010114111461487667,0.3073093192762137,0.0011364494806874689,0.30807878991788745,0.0122304088970702,0.3846118908058989,2013-07-31,2015-02-28,20,conservative,0.6,94,842,0.004086978242527631,0.006899734317290583,0.008864931092774982
2015-04-30,2010-04-30,2015-03-31,60,-0.0005487649574914777,0.31494762122889824,0.0024781323136071043,0.33460284413066005,0.004791753635895766,0.3504495346404417,2013-08-31,2015-03-31,20,conservative,0.6,109,843,-0.01169757415664137,-0.00825356006790551,-0.005691955870859801
2015-05-31,2010-05-31,2015-04-30,60,0.0008538603705677488,0.32008029524451526,-0.0020565302854548074,0.30198099164967857,0.009161868414395714,0.3779387131058061,2013-09-30,2015-04-30,20,conservative,0.6,105,843,-0.007418653360514405,-7.77774492204772e-05,0.005164579138422392
2015-06-30,2010-06-30,2015-05-31,60,0.004494971351797739,0.3324643989320548,-0.0020426015790048556,0.29171617462787636,0.010623771137873323,0.3758194264400688,2013-10-31,2015-05-31,20,conservative,0.6,98,840,0.002485627242518883,0.009478373479496632,0.015317583657671895
2015-07-31,2010-07-31,2015-06-30,60,0.005820592122886986,0.3126449662308613,0.0004477198020316409,0.2807910524454607,0.01895424505699027,0.406563981323678,2013-11-30,2015-06-30,20,conservative,0.6,101,828,0.013299069778830525,0.02514848420964877,0.033263132010001896
2015-08-31,2010-08-31,2015-07-31,60,0.007705821497948163,0.32728339625684444,0.0006250805322959639,0.28406742770427806,0.01629835273926428,0.38864917603887744,2013-12-31,2015-07-31,20,conservative,0.6,77,831,0.01676601062422736,0.03209472097944412,0.04237935589702156
2015-09-30,2010-09-30,2015-08-31,60,0.005384563677714261,0.290975535524176,-0.0004613102644874842,0.25886888925369494,0.02720226630062202,0.450155575222129,2014-01-31,2015-08-31,20,conservative,0.6,67,836,0.03262081033752634,0.04996303500337475,0.061615460253968
2015-10-31,2010-10-31,2015-09-30,60,0.0011301578760739373,0.28505364096216873,-0.001090620848561171,0.2726698716186755,0.02309305023593979,0.44227648741915565,2014-02-28,2015-09-30,20,conservative,0.6,79,839,0.019747800497154952,0.03844362392747155,0.05202705786680626
2015-11-30,2010-11-30,2015-10-31,60,-0.0015468585708862338,0.2772284880774672,-0.003713276029366674,0.2654731441817043,0.023477842851125842,0.45729836774082844,2014-03-31,2015-10-31,20,conservative,0.6,71,837,0.027119779965731415,0.04253077650981324,0.05402201855993087
2015-12-31,2010-12-31,2015-11-30,60,-0.0032493986767486247,0.24792180184208337,-0.0011013062624305806,0.258805089856564,0.031148081902281775,0.4932731083013526,2014-04-30,2015-11-30,20,conservative,0.6,51,832,0.03806838348168503,0.05463922571160764,0.0676283751137217
2016-01-31,2011-01-31,2015-12-31,60,-0.005065361904207833,0.22489604350598807,0.002874930439710452,0.26360298155005135,0.036020199339029224,0.5115009749439605,2014-05-31,2015-12-31,20,conservative,0.6,60,845,0.04937544640676055,0.06970937455414859,0.08492879926160178
2016-02-29,2011-02-28,2016-01-31,60,-0.005700914126495304,0.22806229717712564,0.004486313879341747,0.2796009435462198,0.03277629225140259,0.49233675927665455,2014-06-30,2016-01-31,20,conservative,0.6,51,844,0.05012017485116094,0.07370172928864484,0.093234485184238
2016-03-31,2011-03-31,2016-02-29,60,-0.007906688327089741,0.23706556861336012,0.0020193383782286614,0.28912447299563576,0.026716788970334693,0.47380995839100404,2014-07-31,2016-02-29,20,conservative,0.6,58,845,0.03935384619216392,0.06133634932737657,0.07767134996991747
2016-04-30,2011-04-30,2016-03-31,60,-0.006956550725744868,0.25936562932313256,-0.0031466738571414602,0.2799010925280154,0.02177247631387212,0.460733278148852,2014-08-31,2016-03-31,20,conservative,0.6,52,833,0.029317843567463624,0.050479332585424384,0.06618691982925222
