table,identity,metric,rendered_value,numeric_value,native_pipeline_executed,native_result_regenerated,paper_result_credit
combination_110,L-S Return,Equal-Weight,0.0513%,0.0513,False,False,False
combination_110,L-S Return,IC-Weighted,0.0531%,0.0531,False,False,False
combination_110,L-S Return,Orthogonal,0.0486%,0.0486,False,False,False
combination_110,L-S Cumulative,Equal-Weight,23.72,23.72,False,False,False
combination_110,L-S Cumulative,IC-Weighted,26.67,26.67,False,False,False
combination_110,L-S Cumulative,Orthogonal,19.84,19.84,False,False,False
combination_110,Monotonicity,Equal-Weight,1.0,1.0,False,False,False
combination_110,Monotonicity,IC-Weighted,1.0,1.0,False,False,False
combination_110,Monotonicity,Orthogonal,1.0,1.0,False,False,False
combination_110,Avg Turnover,Equal-Weight,20.14%,20.14,False,False,False
combination_110,Avg Turnover,IC-Weighted,20.43%,20.43,False,False,False
combination_110,Avg Turnover,Orthogonal,19.67%,19.67,False,False,False
selection_110,Selected Factors,Lasso,8,8.0,False,False,False
selection_110,Selected Factors,Stepwise,18,18.0,False,False,False
selection_110,Selected Factors,XGBoost,110,110.0,False,False,False
selection_110,IC Mean,Lasso,0.1562,0.1562,False,False,False
selection_110,IC Mean,Stepwise,0.1556,0.1556,False,False,False
selection_110,IC Mean,XGBoost,0.1633,0.1633,False,False,False
selection_110,ICIR,Lasso,1.2039,1.2039,False,False,False
selection_110,ICIR,Stepwise,1.3827,1.3827,False,False,False
selection_110,ICIR,XGBoost,1.4929,1.4929,False,False,False
selection_110,IC Win Rate,Lasso,87.2%,87.2,False,False,False
selection_110,IC Win Rate,Stepwise,88.5%,88.5,False,False,False
selection_110,IC Win Rate,XGBoost,92.6%,92.6,False,False,False
selection_110,Q1 Return,Lasso,-0.0604%,-0.0604,False,False,False
selection_110,Q1 Return,Stepwise,-0.0485%,-0.0485,False,False,False
selection_110,Q1 Return,XGBoost,-0.0609%,-0.0609,False,False,False
selection_110,Q5 Return,Lasso,0.0678%,0.0678,False,False,False
selection_110,Q5 Return,Stepwise,0.0625%,0.0625,False,False,False
selection_110,Q5 Return,XGBoost,0.0804%,0.0804,False,False,False
selection_110,L-S Return,Lasso,0.0642%,0.0642,False,False,False
selection_110,L-S Return,Stepwise,0.0556%,0.0556,False,False,False
selection_110,L-S Return,XGBoost,0.0708%,0.0708,False,False,False
selection_110,L-S Cumulative,Lasso,54.69,54.69,False,False,False
selection_110,L-S Cumulative,Stepwise,31.51,31.51,False,False,False
selection_110,L-S Cumulative,XGBoost,82.63,82.63,False,False,False
selection_110,Monotonicity,Lasso,1.0,1.0,False,False,False
selection_110,Monotonicity,Stepwise,1.0,1.0,False,False,False
selection_110,Monotonicity,XGBoost,1.0,1.0,False,False,False
selection_110,Avg Turnover,Lasso,19.92%,19.92,False,False,False
selection_110,Avg Turnover,Stepwise,20.02%,20.02,False,False,False
selection_110,Avg Turnover,XGBoost,19.32%,19.32,False,False,False
lasso_selected,006,Coefficient,3.23e-4,3.23,False,False,False
lasso_selected,002,Coefficient,7.23e-5,7.23,False,False,False
lasso_selected,079,Coefficient,2.58e-5,2.58,False,False,False
lasso_selected,040,Coefficient,1.14e-5,1.14,False,False,False
lasso_selected,011,Coefficient,8.18e-6,8.18,False,False,False
lasso_selected,045,Coefficient,7.18e-6,7.18,False,False,False
lasso_selected,009,Coefficient,4.28e-6,4.28,False,False,False
lasso_selected,022,Coefficient,2.59e-6,2.59,False,False,False
stepwise_trajectory,1,Individual IC,0.129,0.129,False,False,False
stepwise_trajectory,1,Combined IC,0.150,0.15,False,False,False
stepwise_trajectory,1,ICIR,1.163,1.163,False,False,False
stepwise_trajectory,2,Individual IC,0.109,0.109,False,False,False
stepwise_trajectory,2,Combined IC,0.145,0.145,False,False,False
stepwise_trajectory,2,ICIR,1.184,1.184,False,False,False
stepwise_trajectory,2,Delta ICIR,+0.021,0.021,False,False,False
stepwise_trajectory,3,Individual IC,0.103,0.103,False,False,False
stepwise_trajectory,3,Combined IC,0.145,0.145,False,False,False
stepwise_trajectory,3,ICIR,1.234,1.234,False,False,False
stepwise_trajectory,3,Delta ICIR,+0.050,0.05,False,False,False
stepwise_trajectory,4,Individual IC,0.100,0.1,False,False,False
stepwise_trajectory,4,Combined IC,0.145,0.145,False,False,False
stepwise_trajectory,4,ICIR,1.271,1.271,False,False,False
stepwise_trajectory,4,Delta ICIR,+0.037,0.037,False,False,False
stepwise_trajectory,5,Individual IC,0.097,0.097,False,False,False
stepwise_trajectory,5,Combined IC,0.145,0.145,False,False,False
stepwise_trajectory,5,ICIR,1.296,1.296,False,False,False
stepwise_trajectory,5,Delta ICIR,+0.025,0.025,False,False,False
stepwise_trajectory,6,Individual IC,0.095,0.095,False,False,False
stepwise_trajectory,6,Combined IC,0.145,0.145,False,False,False
stepwise_trajectory,6,ICIR,1.299,1.299,False,False,False
stepwise_trajectory,6,Delta ICIR,+0.003,0.003,False,False,False
stepwise_trajectory,7,Individual IC,0.092,0.092,False,False,False
stepwise_trajectory,7,Combined IC,0.148,0.148,False,False,False
stepwise_trajectory,7,ICIR,1.304,1.304,False,False,False
stepwise_trajectory,7,Delta ICIR,+0.005,0.005,False,False,False
stepwise_trajectory,8,Individual IC,0.090,0.09,False,False,False
stepwise_trajectory,8,Combined IC,0.147,0.147,False,False,False
stepwise_trajectory,8,ICIR,1.304,1.304,False,False,False
stepwise_trajectory,8,Delta ICIR,+0.000,0.0,False,False,False
stepwise_trajectory,9,Individual IC,0.082,0.082,False,False,False
stepwise_trajectory,9,Combined IC,0.150,0.15,False,False,False
stepwise_trajectory,9,ICIR,1.308,1.308,False,False,False
stepwise_trajectory,9,Delta ICIR,+0.004,0.004,False,False,False
stepwise_trajectory,10,Individual IC,0.078,0.078,False,False,False
stepwise_trajectory,10,Combined IC,0.151,0.151,False,False,False
stepwise_trajectory,10,ICIR,1.315,1.315,False,False,False
stepwise_trajectory,10,Delta ICIR,+0.007,0.007,False,False,False
stepwise_trajectory,11,Individual IC,0.073,0.073,False,False,False
stepwise_trajectory,11,Combined IC,0.150,0.15,False,False,False
stepwise_trajectory,11,ICIR,1.316,1.316,False,False,False
stepwise_trajectory,11,Delta ICIR,+0.001,0.001,False,False,False
stepwise_trajectory,12,Individual IC,0.066,0.066,False,False,False
stepwise_trajectory,12,Combined IC,0.153,0.153,False,False,False
stepwise_trajectory,12,ICIR,1.357,1.357,False,False,False
stepwise_trajectory,12,Delta ICIR,+0.041,0.041,False,False,False
stepwise_trajectory,13,Individual IC,0.063,0.063,False,False,False
stepwise_trajectory,13,Combined IC,0.153,0.153,False,False,False
stepwise_trajectory,13,ICIR,1.366,1.366,False,False,False
stepwise_trajectory,13,Delta ICIR,+0.009,0.009,False,False,False
stepwise_trajectory,14,Individual IC,0.063,0.063,False,False,False
stepwise_trajectory,14,Combined IC,0.154,0.154,False,False,False
stepwise_trajectory,14,ICIR,1.370,1.37,False,False,False
stepwise_trajectory,14,Delta ICIR,+0.004,0.004,False,False,False
stepwise_trajectory,15,Individual IC,0.055,0.055,False,False,False
stepwise_trajectory,15,Combined IC,0.154,0.154,False,False,False
stepwise_trajectory,15,ICIR,1.370,1.37,False,False,False
stepwise_trajectory,15,Delta ICIR,+0.000,0.0,False,False,False
stepwise_trajectory,16,Individual IC,0.055,0.055,False,False,False
stepwise_trajectory,16,Combined IC,0.154,0.154,False,False,False
stepwise_trajectory,16,ICIR,1.378,1.378,False,False,False
stepwise_trajectory,16,Delta ICIR,+0.008,0.008,False,False,False
stepwise_trajectory,17,Individual IC,0.049,0.049,False,False,False
stepwise_trajectory,17,Combined IC,0.155,0.155,False,False,False
stepwise_trajectory,17,ICIR,1.381,1.381,False,False,False
stepwise_trajectory,17,Delta ICIR,+0.003,0.003,False,False,False
stepwise_trajectory,18,Individual IC,0.047,0.047,False,False,False
stepwise_trajectory,18,Combined IC,0.156,0.156,False,False,False
stepwise_trajectory,18,ICIR,1.383,1.383,False,False,False
stepwise_trajectory,18,Delta ICIR,+0.002,0.002,False,False,False
xgboost_importance,1,Importance,6.04%,6.04,False,False,False
xgboost_importance,2,Importance,4.06%,4.06,False,False,False
xgboost_importance,3,Importance,3.59%,3.59,False,False,False
xgboost_importance,4,Importance,3.55%,3.55,False,False,False
xgboost_importance,5,Importance,3.03%,3.03,False,False,False
xgboost_importance,6,Importance,2.27%,2.27,False,False,False
xgboost_importance,7,Importance,2.26%,2.26,False,False,False
xgboost_importance,8,Importance,2.15%,2.15,False,False,False
xgboost_importance,9,Importance,1.62%,1.62,False,False,False
xgboost_importance,10,Importance,1.57%,1.57,False,False,False
xgboost_importance,11,Importance,1.47%,1.47,False,False,False
xgboost_importance,12,Importance,1.46%,1.46,False,False,False
xgboost_importance,13,Importance,1.44%,1.44,False,False,False
xgboost_importance,14,Importance,1.41%,1.41,False,False,False
xgboost_importance,15,Importance,1.34%,1.34,False,False,False
xgboost_importance,16,Importance,1.24%,1.24,False,False,False
xgboost_importance,17,Importance,1.20%,1.2,False,False,False
xgboost_importance,18,Importance,1.16%,1.16,False,False,False
xgboost_importance,19,Importance,1.16%,1.16,False,False,False
xgboost_importance,20,Importance,1.11%,1.11,False,False,False
factor046_tearsheet,046,IC Mean,0.1087,0.1087,False,False,False
factor046_tearsheet,046,ICIR,0.9422,0.9422,False,False,False
factor046_tearsheet,046,IC Win Rate,80.1%,80.1,False,False,False
factor046_tearsheet,046,Q1 Return,-0.0380%,-0.038,False,False,False
factor046_tearsheet,046,Q5 Return,0.0402%,0.0402,False,False,False
factor046_tearsheet,046,L-S Return,0.0390%,0.039,False,False,False
factor046_tearsheet,046,L-S Cumulative,10.57,10.57,False,False,False
factor046_tearsheet,046,Monotonicity,1.0,1.0,False,False,False
factor046_tearsheet,046,Avg Turnover,15.69%,15.69,False,False,False
