paper_version,table_family,paper_table,asset,method,metric,paper_value,official_tex_value_verified,author_rendered_correspondence,author_rendered_evidence_sha256,author_correspondence_status,independently_regenerated_from_native_result_path,paper_result_credit
v2,original_4h,4h_performance_v1_v2,ES,Baseline,rcc,0.006,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,ES,Baseline,rmax,0.56,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,ES,Baseline,rmin,-0.539,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,ES,Baseline,rsim,0.006,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,ES,Our,accuracy_pct,55.0,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,ES,Our,delta_accuracy_pct,33.2,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,ES,Our,rcc,0.179,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,ES,Our,rmax,0.613,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,ES,Our,rmin,-0.485,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,ES,Our,rsim,0.179,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Baseline,accuracy_pct,47.7,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Baseline,rcc,0.018,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Baseline,rmax,0.502,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Baseline,rmin,-0.449,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Baseline,rsim,0.018,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Our,accuracy_pct,51.3,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Our,delta_accuracy_pct,8.4,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Our,rcc,0.727,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Our,rmax,0.517,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Our,rmin,-0.434,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,GC,Our,rsim,0.027,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Baseline,accuracy_pct,41.3,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Baseline,rcc,-0.033,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Baseline,rmax,0.717,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Baseline,rmin,-0.736,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Baseline,rsim,-0.033,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Our,accuracy_pct,53.3,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Our,delta_accuracy_pct,29.1,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Our,rcc,0.078,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Our,rmax,0.747,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Our,rmin,-0.705,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,NQ,Our,rsim,0.078,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Baseline,accuracy_pct,39.7,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Baseline,rcc,-0.265,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Baseline,rmax,0.966,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Baseline,rmin,-1.038,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Baseline,rsim,-0.252,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Our,accuracy_pct,59.7,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Our,delta_accuracy_pct,50.4,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Our,rcc,0.189,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Our,rmax,1.052,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Our,rmin,-0.952,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,QQQ,Our,rsim,0.193,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Baseline,accuracy_pct,39.0,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Baseline,rcc,-0.108,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Baseline,rmax,0.789,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Baseline,rmin,-0.846,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Baseline,rsim,-0.09,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Our,accuracy_pct,62.0,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Our,delta_accuracy_pct,59.0,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Our,rcc,0.207,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Our,rmax,0.917,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Our,rmin,-0.717,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v2,original_4h,4h_performance_v1_v2,SPX,Our,rsim,0.197,True,True,98a7feda2777c674fa7ded15e8d165f1058a4f063cf5caa314e63c906f6122eb,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,Baseline,accuracy_pct,45.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,Baseline,rcc,-0.009,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,Baseline,rmax,1.22,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,Baseline,rmin,-1.245,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,LR,accuracy_pct,46.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,LR,delta_accuracy_pct,2.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,LR,rcc,-0.066,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,LR,rmax,1.245,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,LR,rmin,-1.21,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,XGBoost,accuracy_pct,45.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,XGBoost,delta_accuracy_pct,0.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,XGBoost,rcc,-0.05,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,XGBoost,rmax,1.218,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,XGBoost,rmin,-1.331,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,Our,accuracy_pct,50.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,Our,delta_accuracy_pct,12.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,Our,rcc,0.089,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,Our,rmax,1.232,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,BTC,Our,rmin,-1.212,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,Baseline,accuracy_pct,41.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,Baseline,rcc,-0.373,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,Baseline,rmax,0.97,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,Baseline,rmin,-1.348,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,LR,accuracy_pct,54.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,LR,delta_accuracy_pct,32.4,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,LR,rcc,-0.114,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,LR,rmax,1.178,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,LR,rmin,-1.141,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,XGBoost,accuracy_pct,40.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,XGBoost,delta_accuracy_pct,-2.4,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,XGBoost,rcc,-0.056,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,XGBoost,rmax,0.958,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,XGBoost,rmin,-1.151,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,Our,accuracy_pct,55.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,Our,delta_accuracy_pct,34.1,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,Our,rcc,-0.008,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,Our,rmax,1.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,CL,Our,rmin,-1.119,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,Baseline,accuracy_pct,47.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,Baseline,rcc,0.048,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,Baseline,rmax,0.755,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,Baseline,rmin,-0.793,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,LR,accuracy_pct,52.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,LR,delta_accuracy_pct,10.6,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,LR,rcc,0.149,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,LR,rmax,0.79,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,LR,rmin,-0.725,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,XGBoost,accuracy_pct,47.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,XGBoost,delta_accuracy_pct,0.6,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,XGBoost,rcc,-0.02,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,XGBoost,rmax,0.874,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,XGBoost,rmin,-0.66,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,Our,accuracy_pct,52.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,Our,delta_accuracy_pct,11.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,Our,rcc,0.163,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,Our,rmax,0.891,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,DJI,Our,rmin,-0.649,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,Baseline,accuracy_pct,51.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,Baseline,rcc,-0.048,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,Baseline,rmax,0.538,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,Baseline,rmin,-0.552,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,LR,accuracy_pct,43.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,LR,delta_accuracy_pct,-15.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,LR,rcc,0.032,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,LR,rmax,0.553,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,LR,rmin,-0.546,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,XGBoost,accuracy_pct,52.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,XGBoost,delta_accuracy_pct,2.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,XGBoost,rcc,-0.182,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,XGBoost,rmax,0.44,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,XGBoost,rmin,-0.644,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,Our,accuracy_pct,55.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,Our,delta_accuracy_pct,7.8,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,Our,rcc,0.179,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,ES,Our,rmax,0.613,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
