paper_version,table_family,paper_table,asset,method,metric,paper_value,official_tex_value_verified,author_rendered_correspondence,author_rendered_evidence_sha256,author_correspondence_status,independently_regenerated_from_native_result_path,paper_result_credit
v4,expanded_4h,2,QQQ,LR,rcc,0.175,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,LR,rmax,1.113,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,LR,rmin,-0.849,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,XGBoost,accuracy_pct,52.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,XGBoost,delta_accuracy_pct,11.4,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,XGBoost,rcc,0.21,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,XGBoost,rmax,1.206,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,XGBoost,rmin,-0.973,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,Our,accuracy_pct,59.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,Our,delta_accuracy_pct,26.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,Our,rcc,0.211,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,Our,rmax,1.052,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,Our,rmin,-0.881,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,Baseline,accuracy_pct,47.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,Baseline,rcc,-0.162,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,Baseline,rmax,0.719,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,Baseline,rmin,-0.862,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,LR,accuracy_pct,59.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,LR,delta_accuracy_pct,26.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,LR,rcc,0.377,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,LR,rmax,0.96,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,LR,rmin,-0.648,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,XGBoost,accuracy_pct,60.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,XGBoost,delta_accuracy_pct,26.8,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,XGBoost,rcc,0.05,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,XGBoost,rmax,0.782,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,XGBoost,rmin,-0.712,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,Our,accuracy_pct,63.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,Our,delta_accuracy_pct,34.6,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,Our,rcc,0.341,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,Our,rmax,0.965,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,SPX,Our,rmin,-0.641,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
